iter	posterior	m_anc_n1	m_anc_n2	m_anc_n3	m_anc_n4	m_anc_n5	m_anc_n6	m_anc_n7	m_anc_n8	m_anc_n9	logX_anc_n1	logX_anc_n2	logX_anc_n3	logX_anc_n4	logX_anc_n5	logX_anc_n6	logX_anc_n7	logX_anc_n8	logX_anc_n9	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	sigma^2_m	sigma^2_logX	nu	omega	log.lik	acc 
50	-512645.387140784	10	10.0567656914616	9.61884577621572	9.15315349277117	9.13782382652851	9.56327617058243	9.16649065142111	9.30411846171621	9.21179612458848	0.7	-0.705594735511804	-1.20463122608084	-4.20308965428075	-5.03696030207557	-1.67272392747896	-5.37026482409679	-2.19832937562801	-4.9022685735613	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512584.516367126	1 
51	-509412.844070907	10	10.0191222059856	9.63073865484572	9.15549365406602	9.14169606803153	9.56969834539966	9.16732338990434	9.3017366512006	9.20083464361641	0.7	-0.70779642111445	-1.2226511820541	-4.19813425217587	-5.04308689197672	-1.67579935897909	-5.36960717055491	-2.19081337920441	-4.88822871899735	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509351.99794398	1 
52	-510147.269912585	10	10.0151838795045	9.61923622044169	9.15702296936597	9.14382342657532	9.57691994032784	9.16801783779202	9.31080711592857	9.2046726752055	0.7	-0.699660187983251	-1.22262277048103	-4.20076400152473	-5.04255464419561	-1.68419091669718	-5.36643894280953	-2.21854324679649	-4.88956335412708	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510086.428189747	1 
53	-511950.844748472	10	10.0372103481091	9.62449455412559	9.15957388832167	9.14417031364794	9.56548927754333	9.16481628793894	9.3211658480486	9.21365533788054	0.7	-0.718895243574671	-1.21143023637281	-4.20792328692873	-5.04222331973284	-1.69058976990118	-5.36890226330584	-2.22826774279596	-4.90375927291456	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511889.985451504	1 
54	-510453.010001685	10	10.0550240964711	9.62951288055441	9.15569970893388	9.14141869421429	9.57074409644379	9.16810998408082	9.32861278645885	9.23400106657601	0.7	-0.709643552742795	-1.20568950455439	-4.20510671407012	-5.04452444887819	-1.67418788659637	-5.36904263901964	-2.22103003210537	-4.91493891107093	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510392.129604351	1 
55	-510855.105637446	10	10.0488881102339	9.63756526861442	9.15865102419823	9.14329455115914	9.5743392589487	9.16888591524661	9.31247828234557	9.23178974756948	0.7	-0.715185272599368	-1.2085954022992	-4.20437347838793	-5.04301483267596	-1.67045276094619	-5.36997780057402	-2.21104756670309	-4.91160923009687	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510794.227964148	1 
56	-510834.104884122	10	10.0603706612241	9.63149226613615	9.15694880696608	9.14344483338336	9.58203550892258	9.16605026860135	9.3186398492124	9.21884051548906	0.7	-0.703704266955736	-1.19771498339153	-4.20298832581533	-5.04239005824631	-1.65945078650807	-5.36884699681897	-2.23134343175216	-4.91526305956577	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510773.216796088	1 
57	-510270.907872411	10	10.0404450658806	9.63633305777604	9.15082983659175	9.14017625104791	9.57618111574989	9.16677881093623	9.34213077430232	9.21948298856801	0.7	-0.707279387362172	-1.19606888155987	-4.20237863688799	-5.04386674418997	-1.66120806491574	-5.36661317619274	-2.19618248846743	-4.90932923098412	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510210.033103411	1 
58	-511901.25132751	10	10.0318438746403	9.62565080954286	9.15328636154086	9.1364742714979	9.57257459754461	9.1692390631531	9.32224979009212	9.23152800486213	0.7	-0.703897926770736	-1.20454342666406	-4.2053674467811	-5.04068645071543	-1.66652621815801	-5.36975322145082	-2.21090066251925	-4.88949571478031	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511840.392091885	1 
59	-508819.779043834	10	10.0345136467743	9.62686816057545	9.14792041988922	9.14314164438846	9.58111893595032	9.16489636428861	9.31830227355749	9.23316347620021	0.7	-0.712229951322047	-1.20555697229216	-4.20119316595732	-5.04747795108821	-1.67099571363904	-5.36945167463286	-2.22514229902597	-4.90027635411675	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508758.914276239	1 
60	-511461.062325331	10	10.0425731025436	9.61768621658269	9.15665551445821	9.13778031219893	9.56934839673084	9.16832904688878	9.34746990094082	9.22167988291007	0.7	-0.720062372134273	-1.20871078695554	-4.20102629058971	-5.04003306881887	-1.67168883180817	-5.36975449221405	-2.20277091311823	-4.89969050187533	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511400.195613676	1 
61	-509707.726550561	10	10.0306620134254	9.62399506270558	9.16143474864216	9.13687672901402	9.56396874482285	9.17038990184939	9.31214713673188	9.24321253259981	0.7	-0.725012639507962	-1.22938031996753	-4.19197353100247	-5.03983657422145	-1.68249930530682	-5.3695147878126	-2.19921621581262	-4.89604237023642	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509646.873194392	1 
62	-514043.222765791	10	10.0374846430891	9.61880205125106	9.15397567003493	9.14694609290968	9.56978623932661	9.16775972366994	9.31146004899276	9.2154682206023	0.7	-0.720837168534653	-1.22426746147427	-4.20617904988171	-5.03534528441432	-1.68909037691135	-5.36829316568808	-2.21108783253554	-4.88237963005709	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513982.36527344	1 
63	-510850.580896142	10	10.0450347715388	9.62933658459417	9.15981661797614	9.14013009413211	9.58007718630662	9.16710603112244	9.31741678214251	9.22592270738657	0.7	-0.704113594004992	-1.22671776986004	-4.2066506006739	-5.04330395629175	-1.69255540354928	-5.36765507045836	-2.1963742996738	-4.90267333868339	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510789.707373185	1 
64	-510341.032467627	10	10.0461300703396	9.63364969413852	9.15569015198598	9.1428996137919	9.58378564436679	9.17095050938251	9.29742089612158	9.22982460255582	0.7	-0.715591064933019	-1.21387199883777	-4.20853665951492	-5.04704082667276	-1.69072866526625	-5.36787637013421	-2.22013389541493	-4.89536150294257	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510280.157001229	1 
65	-507894.998312143	10	10.0683081555029	9.63214829429635	9.15365013139784	9.14179106215668	9.57161117295862	9.16681332157726	9.32049678301146	9.20858568217077	0.7	-0.702454518018807	-1.20783669407304	-4.1993251969484	-5.04903665180495	-1.68796877594935	-5.36495998874104	-2.23294784553078	-4.90029524617308	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-507834.107010698	1 
66	-511264.639628263	10	10.050077522263	9.64480111631328	9.1563691461812	9.14048159855669	9.5774707838305	9.16846390056995	9.3178670348785	9.21924540748133	0.7	-0.709036371675995	-1.20220766520065	-4.20229790592148	-5.0409349570173	-1.6743722376109	-5.36479794720832	-2.20093145811464	-4.91666585801859	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511203.756153604	1 
67	-511157.41743696	10	10.0425133806104	9.63854869600926	9.15771209329088	9.14080217931109	9.58449544964632	9.16829805150272	9.33619144276157	9.22181989492592	0.7	-0.707320274464413	-1.21608126364491	-4.20374218022782	-5.04169247104428	-1.67909862850168	-5.36859827106212	-2.20151979437851	-4.89684774030384	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511096.537812549	1 
68	-511076.228858477	10	10.0405333538782	9.63632329789077	9.16288151657325	9.14436279471213	9.58429971964675	9.16664418932727	9.3036521557417	9.22469415228379	0.7	-0.71794142968059	-1.21567117080768	-4.21002580051864	-5.04557799279534	-1.68613123458607	-5.36830875675316	-2.20055110069914	-4.89206181268505	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511015.356390842	1 
69	-509731.029904919	10	10.0385360239606	9.6368068971158	9.16534756995608	9.14931499004711	9.57067587752946	9.16599524101425	9.31549925866358	9.21567927001861	0.7	-0.721584908998451	-1.21676006281517	-4.20066058824202	-5.04471731209196	-1.68048400342581	-5.36834973241131	-2.21838973038501	-4.89643702877932	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509670.163211439	1 
70	-512589.721498156	10	10.042522226908	9.63633233535854	9.15647924165946	9.15037082080352	9.58403271541856	9.16702397970558	9.31455658940934	9.22956069255149	0.7	-0.71893838296359	-1.21714072274744	-4.19845462160174	-5.03566666658969	-1.68464803440144	-5.36551424304837	-2.21327567830067	-4.90138465304568	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512528.846006841	1 
71	-512290.274049745	10	10.0352193005308	9.62734329902306	9.14756687691088	9.13488867308235	9.58317564194074	9.16812314136215	9.31576020685922	9.21917422255153	0.7	-0.709640348686805	-1.21556954069172	-4.20450879783093	-5.03864975167577	-1.66789920620007	-5.36578202624047	-2.20383484079441	-4.9052281493892	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512229.408268121	1 
72	-511087.079038411	10	10.0452080010976	9.62059096819829	9.1519907923571	9.13096209217388	9.57086981764284	9.17004320808636	9.3460622733655	9.2219154576298	0.7	-0.731097050341902	-1.20845847353547	-4.20324418247158	-5.04307572450382	-1.68058346975107	-5.3678792890982	-2.21717266314247	-4.89420402092737	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511026.20807559	1 
73	-510922.179723505	10	10.0487130906942	9.62835929091735	9.1550139290324	9.14121849639674	9.57118815914726	9.16712118818579	9.32484602261123	9.24364089590408	0.7	-0.707165189967409	-1.23224734590302	-4.20392867637144	-5.04203810480977	-1.68432957915667	-5.36792078642211	-2.23294608038	-4.89907270009083	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510861.304980925	1 
74	-511905.028738052	10	10.0461467049355	9.64187857759492	9.15493164280696	9.14224153362485	9.58491013136611	9.16283337323895	9.33877720754768	9.22844951933508	0.7	-0.707596876981499	-1.21262888522392	-4.19891202524077	-5.03732528249792	-1.69202363955673	-5.36621316256038	-2.21001966922185	-4.91684497583707	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511844.143646377	1 
75	-512455.856055514	10	10.033175766161	9.63578590835953	9.15771342273228	9.14097057469272	9.5804320126379	9.16692515178099	9.3116648706679	9.23904863832029	0.7	-0.714009126125209	-1.20613851210662	-4.20161777789798	-5.03770346266953	-1.67014907878068	-5.36846134297455	-2.20630543015076	-4.89177447261511	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512394.989575389	1 
76	-512477.656215366	10	10.0419450281097	9.61576981828686	9.15279486976494	9.14499914548733	9.57027729176051	9.16847025715789	9.33566184442899	9.22019486678432	0.7	-0.72425112078275	-1.20263438473645	-4.20156935622606	-5.0379842604065	-1.67084773186991	-5.36612927765456	-2.20307100645056	-4.90113868289931	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512416.792549813	1 
77	-512966.330006432	10	10.045934660693	9.62752338439035	9.15566571976626	9.13932202022647	9.56151799806205	9.1682691204675	9.32193813174769	9.23274664571929	0.7	-0.713467391776959	-1.21300203444558	-4.20222061686514	-5.03646313218803	-1.66985653216944	-5.36837472705696	-2.2469329047362	-4.89743797429097	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512905.462499368	1 
78	-509645.81305	10	10.0526961049804	9.62981127390308	9.15102537065179	9.13938498335641	9.56816435128486	9.16480456636022	9.3182441411823	9.22669974316779	0.7	-0.706763777902822	-1.2045891512191	-4.19353324166289	-5.04063483468998	-1.67861710730321	-5.36749452932561	-2.23828393610735	-4.93487992541153	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509584.93691463	1 
79	-513154.063800421	10	10.0517938482989	9.63525932652992	9.15966069785166	9.13539938392957	9.57796089521228	9.16932258362279	9.325264495221	9.21736893942884	0.7	-0.720432850665371	-1.19399317911805	-4.19993152221792	-5.035147465028	-1.66670048475164	-5.36674967005655	-2.21351410632666	-4.92086086686145	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513093.181870281	1 
80	-511674.49137189	10	10.0530051866033	9.64065224538763	9.16273381478695	9.14874481777096	9.58605694319189	9.16629585948348	9.29314612541264	9.22654509522653	0.7	-0.724079441436737	-1.20811587178513	-4.20005732115343	-5.03921764073007	-1.66067219734971	-5.36662861336475	-2.20394092296427	-4.89817895769971	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511613.607036558	1 
81	-512255.808844257	10	10.0349183493849	9.6487405838189	9.15846350397458	9.14792079962282	9.59164060823514	9.16658884651864	9.29083358124273	9.20999461284901	0.7	-0.692708545905941	-1.21657803494678	-4.20526429890264	-5.03878395786367	-1.6773563872149	-5.36828852622661	-2.22706001261297	-4.90036379260001	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512194.934516919	1 
82	-508706.572809691	10	10.0319043288053	9.64201691150641	9.15213502690135	9.14524509760248	9.59340474793365	9.16922811196907	9.30842285580595	9.20453363155148	0.7	-0.699777837407878	-1.20668807552523	-4.20472329888474	-5.0489575957291	-1.68122471661859	-5.36495646612949	-2.22603963638294	-4.91610190177988	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508645.701208994	1 
83	-512316.020558894	10	10.0452922322407	9.63338711650843	9.14794058282098	9.13940478556842	9.5821026621924	9.16987879942008	9.33963695566333	9.21895477294354	0.7	-0.709960544175495	-1.21320978780574	-4.20916791249866	-5.04113619021066	-1.6659582848774	-5.3660368925903	-2.21567330430311	-4.91333608030313	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512255.14105052	1 
84	-510790.142791452	10	10.0552190661293	9.63669318972628	9.15552211056955	9.13441437767712	9.57665492948964	9.16848182589904	9.30824582926451	9.23256369584946	0.7	-0.724459961242416	-1.21185030466543	-4.20401707569674	-5.0435962919989	-1.67363156148133	-5.36730289037984	-2.21284969915901	-4.90130866100316	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510729.259252311	1 
85	-512505.515933067	10	10.056969548445	9.63506877502197	9.15514885537629	9.14039543540552	9.58814633833246	9.16661507259732	9.29717213997548	9.21880665593712	0.7	-0.715955533295874	-1.22136764679855	-4.20215923147095	-5.03706649246716	-1.68295766690888	-5.36652599839138	-2.19604216614959	-4.90113980238432	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512444.629219226	1 
86	-512812.604228486	10	10.0281068630676	9.64336943777193	9.16653025265992	9.1397557494739	9.58651650204143	9.16825555573455	9.29278692629511	9.20165431465164	0.7	-0.708261471829839	-1.22661459074615	-4.19889559008223	-5.03483645794291	-1.69020148438467	-5.36728714277535	-2.22321673218399	-4.87737321980329	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512751.739841191	1 
87	-511381.394130051	10	10.0423165095365	9.62143647799765	9.16383530567188	9.14930563550549	9.58341297081111	9.16799036716104	9.30131922114188	9.21377707455059	0.7	-0.722964252653898	-1.20774442704907	-4.20761386599978	-5.04356134362414	-1.67903364484272	-5.36883070772931	-2.2212432452521	-4.91485484919846	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511320.527838765	1 
88	-511014.495438978	10	10.0541318449996	9.61999390375517	9.15335425233797	9.14838991345275	9.5594234383022	9.16803399246941	9.31337989132651	9.21130819018708	0.7	-0.70834302100292	-1.21048702937423	-4.20974714904138	-5.04505967750867	-1.67833864041627	-5.36904924826987	-2.21978751359865	-4.90445746392938	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510953.627183419	1 
89	-510731.704670884	10	10.048571324919	9.63549130358296	9.15655031899316	9.14054113797923	9.57040553194831	9.16568248665489	9.32792284599093	9.20663305581364	0.7	-0.718505077179304	-1.20818082361011	-4.213814611792	-5.04849655869732	-1.6831596700428	-5.3678692911736	-2.19147356495927	-4.89868473779582	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510670.828254005	1 
90	-507714.187936103	10	10.0486210823584	9.6364789855214	9.16043625127483	9.13893155145772	9.5790964759934	9.16871329373947	9.32190281297268	9.23331801425862	0.7	-0.715738760635761	-1.2031198440786	-4.20614572448745	-5.05327743723019	-1.66370422464884	-5.36985072169514	-2.21170988998918	-4.89482826060485	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-507653.307708615	1 
91	-510640.306011771	10	10.0577674347615	9.64058065424535	9.15869347508686	9.14252111676637	9.57740163494451	9.16671706563244	9.30658607358634	9.22374268231317	0.7	-0.712306108427696	-1.21149726247404	-4.19990358965176	-5.04113743783567	-1.67212021357967	-5.36850451076328	-2.19786156509606	-4.90745969740461	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510579.419285016	1 
92	-511728.452995367	10	10.0571533798416	9.63856765877926	9.16072128344399	9.14447792062872	9.59414756438683	9.16645099123006	9.3233726937674	9.21272980325658	0.7	-0.710739415981556	-1.21346644231556	-4.20159443599464	-5.03904699291647	-1.67009020347589	-5.36730116836758	-2.21047015848456	-4.9082637489548	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511667.559466888	1 
93	-510843.833546234	10	10.0334422165828	9.63808980157984	9.1539241737153	9.140584606114	9.58178463314219	9.16720895095425	9.31139805289732	9.22651643380305	0.7	-0.721864988674149	-1.19815893021202	-4.20144604529689	-5.04241656624791	-1.67293204165641	-5.36686108583084	-2.22102622453104	-4.91558724333462	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510782.965802301	1 
94	-512446.049065217	10	10.054264332093	9.62271620012531	9.15837297865829	9.13846559616722	9.58307699107686	9.16907071057099	9.3115430404263	9.22002465162437	0.7	-0.730257504812555	-1.20486531390765	-4.20251873069197	-5.03823555328443	-1.66652189498985	-5.36714831673856	-2.199334694032	-4.91517929619944	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512385.170320975	1 
95	-511276.020514145	10	10.0500808360679	9.63350285780758	9.16031024863724	9.14898016654466	9.56845018078306	9.16648361977673	9.31632486568312	9.21688129784267	0.7	-0.73000312913114	-1.20701156195197	-4.19822682933848	-5.04001346000924	-1.67283164258818	-5.36856381596952	-2.20621088249355	-4.88402974834253	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511215.14616409	1 
96	-512207.684332057	10	10.0395603353024	9.63252976588133	9.15242201791665	9.14282380236391	9.58263121736699	9.16840398662105	9.33231007727787	9.21965346881744	0.7	-0.714775003834868	-1.21726181591508	-4.20211960105257	-5.03812747637715	-1.67051492990304	-5.36842223161257	-2.22623029287144	-4.90410373046609	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512146.811136674	1 
97	-509720.626609371	10	10.0333136346407	9.62482741008148	9.15864922810218	9.13236581831173	9.57817515256558	9.16812964535784	9.29230667225861	9.23438984935305	0.7	-0.708370473941597	-1.21057398017508	-4.20085736180164	-5.04415464642783	-1.67876688931155	-5.36639179931206	-2.21294616395727	-4.91161111007626	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509659.767755051	1 
98	-511059.318783009	10	10.0536448034485	9.62212006960352	9.15746020587943	9.14734067287499	9.56042820218347	9.16867008528579	9.30530262176814	9.20643069187354	0.7	-0.696197709412345	-1.20535978358377	-4.20180062552596	-5.0407035282519	-1.66522276010005	-5.36555560459653	-2.21394092178205	-4.89919944905623	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510998.450859497	1 
99	-512058.30649274	10	10.0381031985794	9.62427418943033	9.1601535108793	9.14648249739538	9.56380806997342	9.16478040602859	9.32181300530908	9.21277486335975	0.7	-0.727190927404998	-1.21914157996268	-4.20319141926722	-5.03970635540608	-1.68072164040805	-5.36524406887634	-2.22520527607562	-4.89834154736532	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511997.447214631	1 
100	-512710.707238148	10	10.0322514722578	9.6315722369854	9.16340378421229	9.14722112468348	9.56924845749555	9.16567648346623	9.32141619497683	9.22245362741785	0.7	-0.713442746659411	-1.20371806714772	-4.20195684432449	-5.03669123597792	-1.67786435805296	-5.36901864143665	-2.1967195291752	-4.91359716932981	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512649.847485064	1 
