iter	posterior	m_anc_n1	m_anc_n2	m_anc_n3	m_anc_n4	m_anc_n5	m_anc_n6	m_anc_n7	m_anc_n8	m_anc_n9	logX_anc_n1	logX_anc_n2	logX_anc_n3	logX_anc_n4	logX_anc_n5	logX_anc_n6	logX_anc_n7	logX_anc_n8	logX_anc_n9	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	sigma^2_m	sigma^2_logX	nu	omega	log.lik	acc 
509	-509872.914337614	10	10.0410884294616	9.62869487597622	9.15027517074267	9.13987038613368	9.56813444008305	9.17049420469741	9.31591191928654	9.23107933855403	0.7	-0.727953277018824	-1.20398498885252	-4.19940783351266	-5.04463998059056	-1.67392105686417	-5.36654233088517	-2.22025536067116	-4.89034923400521	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509812.048693421	1 
510	-511469.186884831	10	10.0429152157865	9.62061054404279	9.14794819212682	9.13532303291781	9.57236845254606	9.17023101318553	9.31228145158367	9.21237717145196	0.7	-0.70934132893411	-1.20307078991159	-4.20319090377512	-5.04050279833894	-1.67182700426953	-5.36595672742919	-2.2040863877868	-4.9159824150282	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511408.322431935	1 
511	-510744.837776657	10	10.0367289348076	9.61999574567938	9.14824532892571	9.13252679485764	9.56678390366216	9.16638024626219	9.31174426086056	9.21200007487495	0.7	-0.696505804058418	-1.2038464438564	-4.1948365412212	-5.03822096822022	-1.66973531690458	-5.36789113181725	-2.20789406424292	-4.88869732499406	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510683.980752128	1 
512	-513021.235005181	10	10.0494542895982	9.62820634589509	9.1553268181408	9.13691509743562	9.5663864915246	9.16883343056655	9.31766619617185	9.21548901857632	0.7	-0.720615272995177	-1.20781718107691	-4.19874880149234	-5.03466902344984	-1.66888476160144	-5.36857197599252	-2.21333748068457	-4.89540498789835	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512960.363552779	1 
513	-511476.831887873	10	10.0342451807624	9.62635427055515	9.15505993350537	9.13571237829	9.57856358204198	9.16872440081873	9.3196661169597	9.21764061110134	0.7	-0.721788920837292	-1.20138122228469	-4.20425919675976	-5.04191111466658	-1.67321749212693	-5.36835393324163	-2.20886872413751	-4.90416012689625	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511415.968963591	1 
514	-510133.706006509	10	10.0351646672593	9.62366484456715	9.16026436445438	9.14226058367777	9.57151992598998	9.16871193171028	9.3025129401741	9.21706314801823	0.7	-0.699790759578681	-1.22266969060018	-4.20140306093971	-5.04245187950137	-1.67904145872842	-5.36826484190223	-2.22597508039911	-4.90892690772843	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510072.848730065	1 
515	-513779.323009848	10	10.0420499164291	9.62168477368613	9.16585733399279	9.14738895889323	9.56373336448575	9.16910913707925	9.30547586627355	9.20115491856212	0.7	-0.719007759481801	-1.21446137601936	-4.20791420304757	-5.03669278538255	-1.68373113099781	-5.36645691936025	-2.22855178431491	-4.91563872483522	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513718.464108017	1 
516	-508879.242276665	10	10.0433529484351	9.62978836747319	9.16728632232808	9.1540344153178	9.57199002579605	9.16927821957194	9.29753313755295	9.21251971046891	0.7	-0.705259032451873	-1.21469524985259	-4.20804428329403	-5.04977958776126	-1.66844464739709	-5.36678874666759	-2.2386575550805	-4.91945641686031	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508818.376597886	1 
517	-508946.599473003	10	10.0428307446791	9.63770035489964	9.16528112288916	9.14894588716084	9.57886889226917	9.16498438606702	9.29611295205851	9.21632665551808	0.7	-0.694684212725185	-1.20818056570879	-4.20133155091504	-5.04594845845296	-1.68150836767471	-5.36858578782215	-2.22538833799934	-4.92366935527661	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508885.727902867	1 
518	-513024.472533861	10	10.0406940352128	9.62518948510353	9.16746814478588	9.1488608087317	9.58194019196732	9.16993707520139	9.31250810218915	9.21025378042435	0.7	-0.711332662854202	-1.20357319138956	-4.20302606876151	-5.03661597177281	-1.66961262313363	-5.36626648068406	-2.22503407010772	-4.91017596603794	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512963.605405885	1 
519	-510795.734588724	10	10.031048569017	9.6248043136659	9.15675629098603	9.1507736662817	9.56670098633217	9.16930402911187	9.30654716230755	9.22303977679918	0.7	-0.734606045231305	-1.21117630367315	-4.20299376998556	-5.04324713430823	-1.67834013246115	-5.3683020374529	-2.22523303828326	-4.91496168941019	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510734.881603076	1 
520	-509470.525291738	10	10.0390010169487	9.61675731754235	9.15924319488439	9.14652914223199	9.56413425397701	9.16901992300315	9.32098770069491	9.21362129978419	0.7	-0.725911719095502	-1.21700327545336	-4.20063041149152	-5.04508539681579	-1.67533796628622	-5.36633970456376	-2.21052401011637	-4.91218182088425	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509409.668482151	1 
521	-512017.682342582	10	10.0478134160372	9.62396837199673	9.15628055196875	9.14009052284285	9.56555750797501	9.16758387707748	9.31841048158782	9.22385653674628	0.7	-0.711783334001605	-1.21482252760962	-4.19554150136619	-5.03520515494342	-1.68001986302781	-5.36903588499471	-2.20734306900157	-4.89809536246879	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511956.814178697	1 
522	-513020.518794087	10	10.0449827297374	9.62099176384311	9.16276635624714	9.1402255679983	9.5664034721582	9.16776010623521	9.31390504900953	9.22312575613719	0.7	-0.720819961768601	-1.21398342719368	-4.19468097498457	-5.0327434186306	-1.69402832242903	-5.36853359001765	-2.21556257519704	-4.8937107468606	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512959.6547496	1 
523	-512270.178635349	10	10.0411647959848	9.63037107840672	9.15852019047746	9.15066224338284	9.56299613636651	9.16585228413316	9.33072135118278	9.22449117752346	0.7	-0.699017622695557	-1.21873658850968	-4.20139164232119	-5.03668132550579	-1.67751632628559	-5.37087159284782	-2.20542107587284	-4.9026810906834	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512209.31296174	1 
524	-513215.671260887	10	10.0324582966126	9.61958541157774	9.15312456923811	9.14295831523246	9.57410230561812	9.16828388201132	9.3291994785703	9.22506777132158	0.7	-0.714174283583314	-1.20561638137341	-4.20592590807025	-5.03762580671917	-1.68418701204257	-5.36794880151771	-2.20101968096055	-4.90109557834084	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513154.813113904	1 
525	-507859.161997894	10	10.0270954091736	9.61532210394997	9.15515719918463	9.14040890296763	9.56951846893494	9.16883245689359	9.30295944423091	9.22657251943978	0.7	-0.725928790184943	-1.20343948388377	-4.19886220998476	-5.04919100228295	-1.66305425108374	-5.36877046464399	-2.20328598150313	-4.89913624159469	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-507798.315093446	1 
526	-513842.095539798	10	10.0543166924939	9.63114526535889	9.1572031230853	9.14329336106915	9.56602104736765	9.17103498892393	9.32357832535664	9.21133903450716	0.7	-0.726219216576319	-1.21268058777711	-4.20791842921647	-5.0370709521351	-1.66667521346438	-5.36687795820101	-2.20576412819593	-4.89607372258404	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513781.218513795	1 
527	-511144.216869269	10	10.0407138299925	9.62188455569568	9.15761092512789	9.14056932524652	9.56787380126654	9.16755376146177	9.33386739029242	9.22690516786428	0.7	-0.705331050926674	-1.20779742951733	-4.20594558540156	-5.0429867537433	-1.67191770621238	-5.36704680941559	-2.19336829877123	-4.89217727621685	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511083.352492075	1 
528	-509979.631689328	10	10.0396453891665	9.63167123236455	9.15860555162459	9.14507094241217	9.57572660249653	9.16854968710175	9.32349095545711	9.23542203987515	0.7	-0.730170630099172	-1.21867856767849	-4.20036016444892	-5.0441095174594	-1.67395957397047	-5.36856159110973	-2.19705350162324	-4.88976009030615	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509918.762305175	1 
529	-513997.408370429	10	10.0408733355244	9.62004416925282	9.15019185697318	9.14321512451	9.57373363612376	9.16925900038308	9.3128969447528	9.2224669483809	0.7	-0.707031676716929	-1.21722189908122	-4.20596514694015	-5.03473281763518	-1.68427593853317	-5.36764592010955	-2.20365721009109	-4.89696212237545	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513936.545367598	1 
530	-510047.825967357	10	10.0404688596228	9.62994300656029	9.1573026821806	9.13701519264854	9.56277502657979	9.16757800463692	9.32077895666613	9.21772814431556	0.7	-0.717565041289232	-1.22739953251385	-4.20190343407692	-5.04370539240891	-1.68189665109299	-5.36707979116844	-2.21313079676462	-4.89852830258206	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509986.962214459	1 
531	-511770.573231569	10	10.0345445127111	9.62955698633974	9.15835441126823	9.14593311061642	9.57098715443157	9.17039477716717	9.29952749343504	9.22125880935916	0.7	-0.71434414922967	-1.21491562041788	-4.21092783027771	-5.0436687229712	-1.68702945244818	-5.36778096140548	-2.2112549782582	-4.90739845210365	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511709.714446698	1 
532	-509403.139913866	10	10.051978978302	9.62326817641822	9.15372880459551	9.14573365941063	9.56554715801301	9.16889870695568	9.31750946461763	9.19955286074524	0.7	-0.721079237423881	-1.20738370404248	-4.21221385802205	-5.0514637824547	-1.67125326147199	-5.36421093399222	-2.1872605640043	-4.89632191638777	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509342.269467208	1 
533	-508564.471474063	10	10.0492248399448	9.62575367798288	9.15307961980635	9.14170669152425	9.57035474983577	9.16737359817195	9.31678964938984	9.22390283377277	0.7	-0.720986571351248	-1.22130572111188	-4.20451435912258	-5.04987335302846	-1.67014986425952	-5.36752112189585	-2.18691641724228	-4.86866129300904	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508503.599736762	1 
534	-513451.623379069	10	10.0385483286218	9.61068619294921	9.14639349885417	9.13382454223171	9.55693644290064	9.1696378563255	9.3044727829039	9.22118199471854	0.7	-0.722171684690366	-1.21391244668157	-4.20393142268562	-5.03653489282432	-1.68915216571672	-5.36497655588034	-2.2281842106197	-4.88195535572619	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513390.773031221	1 
535	-509611.498327626	10	10.037221856321	9.61685921397128	9.15331426869735	9.13097996720431	9.5632921756212	9.16806139578654	9.3081889210246	9.21411011520638	0.7	-0.697381004538455	-1.21893289879073	-4.19718345556007	-5.04161458583051	-1.68239475627078	-5.36681077409334	-2.20810882521002	-4.91152958762468	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509550.644008758	1 
536	-513237.433743985	10	10.0371612468093	9.61333243738145	9.1569063196479	9.13721285552048	9.56267387377796	9.1672969727803	9.3088275618553	9.21113292301345	0.7	-0.733758005164985	-1.21256996721229	-4.20289662573636	-5.03682262722742	-1.68776900583618	-5.36935599802416	-2.22257883044417	-4.88516864083676	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513176.581596888	1 
537	-508952.065738305	10	10.0436192766425	9.61817030677627	9.16136481501514	9.13952085658652	9.56272247043951	9.16884600273261	9.31679597179426	9.22064827116947	0.7	-0.719426273598438	-1.21895843770846	-4.19767865323853	-5.04453289564724	-1.67174023036831	-5.36929359805306	-2.21367994051398	-4.91320607348923	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508891.205075732	1 
538	-513149.881576806	10	10.0414059008441	9.61977201622116	9.16068583246418	9.14476966619445	9.56070750030261	9.16406747440846	9.31164815969538	9.22303131240867	0.7	-0.714585079841562	-1.20279125264497	-4.20567722224185	-5.0373321546256	-1.67492775566332	-5.36899590671203	-2.17731454765033	-4.90221393604902	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513089.023518905	1 
539	-511104.628005832	10	10.0589183995243	9.62421072999938	9.15449444230842	9.14425454674223	9.56572122648245	9.16644338055903	9.31454080252484	9.20971222909605	0.7	-0.705232824256333	-1.20827385086215	-4.20090023596275	-5.04082877606605	-1.666275553831	-5.36678277420738	-2.19729142521621	-4.87252699547951	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511043.751297555	1 
540	-511903.226245676	10	10.0347815178017	9.62865395885379	9.16477572564626	9.14238341728715	9.56455800343772	9.1690513514144	9.31884097691459	9.22824028073403	0.7	-0.726267809136015	-1.21701767464071	-4.20291801796175	-5.04013468959131	-1.67182978498197	-5.36428557929678	-2.21771097438896	-4.89348615060152	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511842.367428215	1 
541	-511402.80532888	10	10.0585423398979	9.63511008690149	9.16073279520387	9.15140342806257	9.58230190243304	9.16748151417445	9.32028514396598	9.2256663166033	0.7	-0.724600352626413	-1.2146801752266	-4.20215071682326	-5.04066330433655	-1.68057226734442	-5.36700743380567	-2.17734049387507	-4.90613615571056	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511341.917060562	1 
542	-510109.442074124	10	10.030901296627	9.63604310617571	9.15829417500523	9.14503060027443	9.58401537812539	9.17048678630232	9.31644272848279	9.21682708898894	0.7	-0.711560420656511	-1.21327686538332	-4.20079036173465	-5.04381950253491	-1.67687443866609	-5.3662577609136	-2.19557439134908	-4.875246989614	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510048.576547429	1 
543	-511053.058026818	10	10.0414709608973	9.62867966387697	9.15530204256184	9.14330227519283	9.57942395198148	9.16714104908851	9.3297555989208	9.21291482957617	0.7	-0.704084294711668	-1.2226025966766	-4.20230549312273	-5.04117484788242	-1.69715391869837	-5.36892702905657	-2.20133708194688	-4.88451807721131	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510992.186817502	1 
544	-512697.023859573	10	10.0242644848304	9.62226650895374	9.16105939250307	9.14052236001539	9.57490058726364	9.16849006001005	9.30892297964449	9.22438681265179	0.7	-0.720018775907131	-1.20283905880488	-4.20755073191117	-5.04049893158552	-1.6830146766806	-5.36913417875144	-2.22275939811878	-4.89220834904963	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512636.173828761	1 
545	-510297.949280592	10	10.0533390234509	9.61853188461972	9.15827698232131	9.14835063054544	9.56369058079827	9.16610302689686	9.30377491466598	9.22139002001725	0.7	-0.702287560400059	-1.20187205825669	-4.20223999969119	-5.04300009256923	-1.6645044402789	-5.36909760095	-2.21044366158885	-4.91285921253236	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510237.081701927	1 
546	-511271.756435426	10	10.0370525570702	9.62350564626632	9.15813616956046	9.14583719230037	9.56238160180491	9.16956135647509	9.3113818065922	9.21424994836713	0.7	-0.716434997241623	-1.20801275047635	-4.20056057525002	-5.03987119889784	-1.66261892668742	-5.36872135740998	-2.19930252507193	-4.9024342840421	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511210.900201068	1 
547	-511554.910368569	10	10.034996914651	9.61622043985541	9.15652680153461	9.14104738019768	9.56763529146828	9.16841478971696	9.32102759304337	9.2100580697195	0.7	-0.727220420002983	-1.21402542055149	-4.20184651948377	-5.04049262102975	-1.68180687155783	-5.36823448805523	-2.21510764477949	-4.89211616232097	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511494.055612067	1 
548	-513083.802354278	10	10.0525308881376	9.61825510747405	9.14518546195706	9.14082315842678	9.56696298700356	9.1670624033859	9.30795291233718	9.22894200130848	0.7	-0.714764653262342	-1.21547310833564	-4.2039533288206	-5.03642906545437	-1.68720749487773	-5.36945144248592	-2.20039746996789	-4.90171761026691	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513022.932873497	1 
549	-511933.577695073	10	10.0531986356939	9.62160378314004	9.14933115609557	9.13351689145004	9.55756806701071	9.16903061840604	9.31338455839053	9.21184859990242	0.7	-0.696425268529322	-1.21084439695129	-4.20852935674347	-5.04164081525597	-1.68654324369929	-5.3680710029572	-2.228468676846	-4.89959041480938	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511872.709461415	1 
550	-508269.01390303	10	10.0330969190515	9.62952718877534	9.15449981680947	9.13519070949282	9.56582351023277	9.16786362205891	9.30189264793789	9.21384145179469	0.7	-0.700039195720121	-1.1973442896976	-4.20083452948272	-5.04790585634504	-1.67168021113351	-5.36793507227103	-2.20970796526793	-4.92168779925017	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508208.1576311	1 
551	-509682.77170174	10	10.0501408815067	9.61774628657509	9.15009293543481	9.14109066703002	9.5695793153496	9.17113621474343	9.32241557788485	9.20926063435761	0.7	-0.715367208243755	-1.19907339497354	-4.19549170592761	-5.04264079131256	-1.66065004029551	-5.36602182336459	-2.20122109949701	-4.88470764168552	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509621.902551957	1 
552	-513062.972396397	10	10.0487993955726	9.63055100172058	9.15106229937949	9.13105603072163	9.57667131244293	9.16899459210231	9.31530594551605	9.23296480900389	0.7	-0.71318880641035	-1.20434013035201	-4.19759687459414	-5.03390944016298	-1.67326708085733	-5.3686102642427	-2.20109869026665	-4.89290585985419	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513002.095798041	1 
553	-514118.694099254	10	10.0385476315817	9.62372174861592	9.16005699061486	9.14179856517775	9.56489328115581	9.16917659207865	9.32238349436611	9.22263187955136	0.7	-0.703095091534471	-1.20463584481801	-4.20118743891176	-5.03225138335015	-1.67179408053942	-5.36844069731051	-2.19272787437245	-4.89216347213122	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-514057.833778761	1 
554	-512645.159074841	10	10.0316450913719	9.6228170362227	9.15676887752388	9.14185156822261	9.56173461465185	9.16510465989906	9.29655736721503	9.22308478791094	0.7	-0.699503986568121	-1.21539078800431	-4.20506330128179	-5.03730998905206	-1.66974528607732	-5.37143924512706	-2.20265414424098	-4.8990532549041	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512584.309030122	1 
555	-512277.448507705	10	10.0485266605039	9.62770862691232	9.15851139857029	9.14612207233698	9.56091339873229	9.16843422960813	9.31326815230972	9.20387950716544	0.7	-0.699995354139577	-1.20935515738079	-4.21034113035622	-5.04160610816729	-1.675216227431	-5.36881381754224	-2.20790972109354	-4.89598413376733	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512216.581392877	1 
556	-510746.695340241	10	10.0579601508492	9.62226263870755	9.15978483339429	9.14379199912617	9.58157575954609	9.16630558676078	9.30537501280299	9.22664860280679	0.7	-0.710049265175714	-1.19771278695074	-4.20227031295727	-5.04310821260614	-1.6802134393299	-5.36814452091651	-2.22703332087625	-4.89712536453467	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510685.814937215	1 
557	-511530.056132652	10	10.044677733418	9.61562325744936	9.16169861672059	9.14589968261851	9.56205864350989	9.1701994758847	9.29767567036874	9.21440587876801	0.7	-0.710881600118857	-1.2073889250649	-4.19832794884659	-5.03765147220982	-1.65955154525332	-5.36798669020331	-2.19671903249777	-4.90670767749097	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511469.198686984	1 
558	-512588.850796409	10	10.0474503471702	9.62346813341036	9.16281278307657	9.1459936430789	9.5629851875574	9.16983658910825	9.31743157358859	9.2003855567855	0.7	-0.719048055551259	-1.20130051171815	-4.20108431700362	-5.03737676582123	-1.66732287651017	-5.36627004605895	-2.20628784678102	-4.88996426644538	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512527.985303128	1 
559	-511027.921659026	10	10.0616220983554	9.63504887621955	9.15955431840426	9.14579350896624	9.5716749778749	9.16838125421251	9.31691716643617	9.22754856867965	0.7	-0.71433971411703	-1.21340914128398	-4.1944592984219	-5.03796246683345	-1.67246064141057	-5.36629203085852	-2.23550829087998	-4.90228289068241	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510967.03501152	1 
