iter	posterior	m_root	logX_root	sigma^2_m	sigma^2_logX	nu	omega	log.lik	m_anc_n29	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	logX_anc_n29	logX_anc_n30	logX_anc_n31	logX_anc_n32	logX_anc_n33	logX_anc_n34	logX_anc_n35	logX_anc_n36	logX_anc_n37	logX_anc_n38	logX_anc_n39	logX_anc_n40	logX_anc_n41	logX_anc_n42	logX_anc_n43	logX_anc_n44	logX_anc_n45	logX_anc_n46	logX_anc_n47	logX_anc_n48	logX_anc_n49	logX_anc_n50	logX_anc_n51	logX_anc_n52	logX_anc_n53	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_m19	S_m20	S_m21	S_m22	S_m23	S_m24	S_m25	S_m26	S_m27	S_m29	S_m30	S_m31	S_m32	S_m33	S_m34	S_m35	S_m36	S_m37	S_m38	S_m39	S_m40	S_m41	S_m42	S_m43	S_m44	S_m45	S_m46	S_m47	S_m48	S_m49	S_m50	S_m51	S_m52	S_m53	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	S_X19	S_X20	S_X21	S_X22	S_X23	S_X24	S_X25	S_X26	S_X27	S_X29	S_X30	S_X31	S_X32	S_X33	S_X34	S_X35	S_X36	S_X37	S_X38	S_X39	S_X40	S_X41	S_X42	S_X43	S_X44	S_X45	S_X46	S_X47	S_X48	S_X49	S_X50	S_X51	S_X52	S_X53	I_nu	I_omega	acc	update	temperature 
865000	-249.237448387486	-0.17018424856699	-1.41152643350408	0.220597769520257	0.923824997059993	0.843391418904065	0.121090696780013	-101.362466253862	-0.426048074479618	-0.484332348589988	-0.111586266757693	0.0186183739916467	-0.204797749155519	0.210144651688042	0.561390210321606	-0.090712374872003	-0.0332237405594063	-0.041685439743755	-0.0035274053739149	-0.244320890164806	0.610879541211446	0.570964786464414	1.0585560390824	0.0967618185665312	-0.491435048249302	-0.54870824068738	-0.48397987967912	-0.482337792895448	-0.195965818654993	-0.208801455950091	0.00658412982169086	-0.00028453901928963	-0.203750002669534	-2.0761174108219	-2.07122047325458	-1.0309090593673	-0.736265799976938	-1.38528245904022	-1.69152884124333	-0.692391196897916	-1.82195223605176	-1.70690511183513	-1.76731858976218	-1.79549106257098	-1.64022059755665	-0.0724264044094378	-0.0377913837015487	-0.133324632285037	-0.58306906932147	-1.48731913293496	-2.91182765935993	-1.66813806497805	-1.50008068276087	-2.16347123301514	-2.12232202752902	-0.958496826314096	-1.54347049028545	-2.24133614999393	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	0	0	0.670628901734104	nu	1 
866000	-239.143828344577	-0.137872512794035	-1.40936199297893	0.320247018514213	0.589736655587323	0.866883902999105	0.122653103061022	-93.6282595442918	-0.439742634263698	-0.505817352820712	-0.118044036343031	0.0117493485341022	-0.229887381573081	0.0952384067351378	0.11977666488924	-0.104301571775932	-0.0840167476659957	-0.109211850622999	-0.0856255679360833	-0.244018218300059	0.549884539037859	0.557146466658866	0.929986566516205	0.0956833614000706	-0.511625988816926	-0.538292700714758	-0.437138343218619	-0.42548125993328	-0.203075671849313	-0.207679437831829	0.00593022334144612	-0.028874917634879	-0.240592814345644	-2.08927417191928	-2.07696983544084	-1.00092201309436	-0.693225029319193	-1.38217010081894	-1.69251718323533	-0.684743457785215	-1.82551818734093	-1.70929654651042	-1.76921062545599	-1.79725092199538	-1.64056815867537	-0.0655472824213111	-0.0338907944670326	-0.126782072577757	-0.574227789884159	-1.48737976831572	-2.92020943726204	-1.6757249322309	-1.49916103826707	-2.18456938227603	-2.13490877371448	-0.954870186855389	-1.54910299675295	-2.29891270717908	-1	1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	1	1	0	0	0.670601616628176	omega	1 
867000	-245.526890944027	-0.138617125414655	-1.40905350662935	0.213133295103919	0.54329601605422	0.864584946711546	0.147694951631131	-101.487405177359	-0.439650758732613	-0.491044460263652	-0.238126929210951	0.0235208725830717	-0.198549446527724	0.0771112097940231	0.522405848098171	-0.0899166199658737	-0.0311329266343951	-0.0607656417026118	-0.00363391377289601	-0.307657008110929	0.548488478135872	0.554794950367501	0.89845698920977	-0.11700774897935	-0.490631715473307	-0.547687441505815	-0.477709412298534	-0.479077601452489	-0.239869146814383	-0.246893378885977	0.00706874061313213	-0.00362377902511608	-0.246077673908712	-2.09113437675371	-2.07776534091907	-0.996491045396873	-0.68687089301046	-1.38172569075053	-1.69265552880839	-0.683673406527833	-1.82602034777708	-1.70963246547358	-1.76947561435923	-1.79749735745328	-1.64061663564859	-0.0645868138259918	-0.0333466869033274	-0.125866694188523	-0.572985607960431	-1.48738872550035	-2.92138437885434	-1.67684400887275	-1.49902737935461	-2.18759165881135	-2.13670138919482	-0.9543648316587	-1.54997048832997	-2.30765538555525	1	-1	-1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	0	0	0.670603229527105	sig2_m	1 
868000	-244.082565811901	-0.169597665933152	-1.41162085379222	0.314663780261774	0.938732376135878	0.876960321760269	0.151053869270256	-95.1830142616481	-0.436069354470313	-0.489420622043698	-0.247301185968079	0.010596851972462	-0.221238248643908	-0.0244484331248658	0.12485124873022	-0.0907104848737547	-0.0758517935645256	-0.120254253131895	-0.0856259429843112	-0.307394200767889	0.547877763760299	0.555993240806093	0.894266621671975	-0.116885127035788	-0.511683029511968	-0.536949562908304	-0.39903618533713	-0.42596054735159	-0.236642703035888	-0.2448077770209	0.0218654109079104	-0.0281089244924919	-0.241031722143658	-2.075539572908	-2.07096314668757	-1.03217449134495	-0.738083641904347	-1.38541796685956	-1.69148501904848	-0.69273040600034	-1.82179499928532	-1.70679942199026	-1.76723474434825	-1.79541306240144	-1.64020513697987	-0.0727321210514104	-0.0379648760796247	-0.133614840841077	-0.58345973879101	-1.48731657878455	-2.91145648931733	-1.66781735754925	-1.50012008179087	-2.16255540622423	-2.12177272194582	-0.958658222713468	-1.54324179670565	-2.23896556721635	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	1	-1	-1	1	0	0	0.670607142857143	NA	1 
869000	-249.977310455425	-0.166330781936611	-1.40984090041196	0.374746245555591	0.662408663029775	0.847369816699064	0.138297048108654	-103.211276560845	-0.414823595763623	-0.470249509020914	0.0284032077279165	0.238709524164753	-0.256998088632368	-0.0256766056466469	0.122996465405777	-0.106496500917208	-0.0922179955498629	-0.120177097028921	-0.0856219160455585	-0.307140176358989	0.556094228317302	0.564713492518692	1.01905973260756	-0.116767194209076	-0.487370679046117	-0.537026110359961	-0.427796200736434	-0.420872439507768	-0.225137721273766	-0.243064372946724	0.0219380203515502	-0.000456992107385939	-0.194754420854567	-2.08637857601358	-2.07572283620292	-1.00772177998197	-0.702978845282402	-1.38285965662008	-1.69230116889317	-0.686414494081733	-1.82473558359838	-1.70877260977672	-1.76879693715466	-1.79686617819523	-1.64049238042177	-0.067048184242186	-0.034741301102358	-0.128211576258701	-0.576165097410758	-1.48736601526992	-2.9183757168928	-1.67400664623782	-1.49936725298151	-2.17988468548583	-2.13212503107163	-0.955660463422384	-1.54778955999934	-2.28561621167971	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	0	0	0.670614499424626	nu	1 
870000	-241.049575284039	-0.138183665264041	-1.40957479855748	0.306780016180139	0.621942251548163	0.84567949620541	0.158987175929362	-95.3372563772299	-0.441454117327982	-0.50570316388947	-0.108190036015476	0.0289180070592321	-0.169101728541689	0.197465975479458	0.521009201853569	-0.0928484216418267	-0.0418149830708522	-0.0529332119109584	-0.00381316852179125	-0.307427575694032	0.550197147362545	0.557454449746021	0.930104835854387	0.0958283557948948	-0.511905967976231	-0.537335727379167	-0.400070372200382	-0.426639616759453	-0.193803833515082	-0.207776953839481	0.00682213088246192	-2.13058587821501e-05	-0.198548423495999	-2.08798864072837	-2.07641751942932	-1.00395533872619	-0.697575718167538	-1.38247656619176	-1.69242138236523	-0.685484514758286	-1.82517088594019	-1.70906409807014	-1.76902714709488	-1.79708028410727	-1.64053456442513	-0.0662127396667116	-0.0342678484307136	-0.127416014696934	-0.575087311331085	-1.48737363401249	-2.91939606854972	-1.67495856163866	-1.49925286359861	-2.18248660792184	-2.13367191363474	-0.955220491167625	-1.5485144260737	-2.29296339772967	-1	-1	-1	1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	-1	1	-1	-1	1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	1	0	0	0.67058275862069	I_nu	1 
871000	-240.491999349681	-0.170646136647732	-1.4097741990576	0.31336106575561	0.65224490950349	0.863016203597652	0.18350009881193	-94.4174630388121	-0.44693127653554	-0.513148519336749	-0.232246446015255	0.0283285469471414	-0.169078804175387	0.197132911165927	0.520668031674158	-0.0928671933602422	-0.0418353572883254	-0.0529491633914958	-0.00383490658087406	-0.307399714958639	0.55011287159527	0.557524564852748	0.929722412661827	0.0957574707643118	-0.488772202612709	-0.53717033105719	-0.399028903780277	-0.426072571198566	-0.192368519010781	-0.206244307826914	0.0222084354189338	-0.000124188974370337	-0.198169729070215	-2.08678242247293	-2.07589738630626	-1.00678044063236	-0.701628354530051	-1.38276364450592	-1.69233134555124	-0.686181037131545	-1.82484480322589	-1.70884576044173	-1.76885472324367	-1.79691992265739	-1.64050297272166	-0.0668384233417989	-0.0346224194059692	-0.128011862264234	-0.575894625575691	-1.48736791954943	-2.91863182164017	-1.67424459049525	-1.49933862520405	-2.18053662479991	-2.13251279946923	-0.95554997789754	-1.54797010771247	-2.28744834757129	-1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	-1	-1	1	1	1	1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	1	1	1	1	1	0	0	0.670580941446613	I_nu	1 
872000	-243.585326728832	-0.171647145784723	-1.40962562117642	0.266597996037465	0.629654134786679	0.856409359590614	0.211367354027463	-98.184127619971	-0.448754411135297	-0.515497545023173	-0.241300965225739	0.0155968976869344	-0.22093993316749	-0.0182463652787015	0.149510537037955	-0.0909048669755326	-0.0758639170206265	-0.120301022256152	-0.0856291789031	-0.307597836291629	0.587857023716658	0.547266036575449	1.05517544285371	0.0962623753637567	-0.490246517846192	-0.546159671880142	-0.434874443888202	-0.477675140309085	-0.204348698570386	-0.208447886612299	0.00684458281195333	-0.003860542199037	-0.244914532916611	-2.08768135525254	-2.07628518844241	-1.00467696338919	-0.698610840301039	-1.38254974355514	-1.69239845891921	-0.685661845146514	-1.82508783534966	-1.70900849761777	-1.76898324643721	-1.79703945505344	-1.64052652287164	-0.0663720149031027	-0.0343581038156724	-0.127567713598507	-0.575292899495869	-1.48737217444553	-2.91920147383247	-1.67477620898185	-1.49927474792732	-2.18198945450393	-2.13337649676856	-0.95530435519409	-1.54837503666179	-2.29155230645084	1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	0	0	0.670586009174312	sig2_logX	1 
873000	-244.963822920398	-0.13461228208471	-1.41102909405766	0.428059328198444	0.84576773720327	0.858509622379205	0.225315464609304	-95.8680033555355	-0.419468247043507	-0.485206874338739	-0.244260046847219	0.0147113612261528	-0.196489298516517	0.0722419472277309	0.513746652272417	-0.0998641166940629	-0.0675717452292339	-0.109129337967939	-0.0856183594281724	-0.243692036615441	0.548152256256452	0.557142186454122	0.925437972464916	0.0945309596628012	-0.50895262559726	-0.536523146263001	-0.44454149903577	-0.462139043251236	-0.190714157689674	-0.205490474319522	0.00590030844964632	-0.00113623286809409	-0.191949812572177	-2.07915593049111	-2.07256703948331	-1.02418579995715	-0.72660975772393	-1.38456830596239	-1.69175868624331	-0.690612207888098	-1.82277815132251	-1.70745993155548	-1.76775842080232	-1.79590021402338	-1.64030161820124	-0.0708239061699153	-0.0368821785533631	-0.131802660401396	-0.581018150985957	-1.48733271451172	-2.91377506514624	-1.66984121481986	-1.49987216849645	-2.16830167674331	-2.12521518484655	-0.957651077766498	-1.54469764174682	-2.2540097732403	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	1	-1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	1	1	0	0	0.670580756013746	I_omega	1 
874000	-239.225602555314	-0.138365040190165	-1.4099917122376	0.252558264662523	0.685439354414112	0.854052569353952	0.21651962189004	-93.4159925079477	-0.439350041374102	-0.497518546884193	0.046221427556703	0.269176604180017	-0.192370589187846	0.101618942400574	0.141205958844554	-0.0969975320068238	-0.0983084905523131	-0.128250400032398	-0.0856290639921215	-0.307590612438644	0.57786604588416	0.536202823247044	0.930646188791953	0.096243931590322	-0.49021022960284	-0.546160716382544	-0.434603489574224	-0.477504555193235	-0.230007766080733	-0.246787538937405	0.00685443057399848	1.68809527633352e-05	-0.200813870416846	-2.0854648299755	-2.07532714636875	-1.00984337115263	-0.706022822822634	-1.3830767053935	-1.69223283126056	-0.686943197608563	-1.8244883762556	-1.70860700435685	-1.76866608186268	-1.79674447328547	-1.64046838573765	-0.0675233119539854	-0.0350106004817762	-0.128663864578353	-0.57677740550604	-1.48736172318527	-2.91779581867594	-1.67347028363819	-1.49943186907824	-2.17841130136687	-2.1312482275453	-0.955910767711247	-1.54738414429968	-2.28149698857495	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	-1	0	0	0.670568649885584	sig2_m	1 
875000	-248.15732405913	-0.139433736586469	-1.40999251426546	0.220376092256058	0.685562020423814	0.850941634564659	0.199679033239374	-102.639649667306	-0.444467794910884	-0.508958815586555	-0.108445965747811	0.031864294143636	-0.168111434506802	0.20625973607425	0.544977476538497	-0.0999828771424816	-0.0675783573682425	-0.109298227639034	-0.0856323028202353	-0.244321564757543	0.5887142555981	0.547531279650617	1.05689628759065	0.0967642321078255	-0.514406246862877	-0.546364943036219	-0.414694300993592	-0.434262719433257	-0.204156641857273	-0.207722117798789	0.0227079141669889	0.00023761704001573	-0.203763991288876	-2.0854599682192	-2.07532503824571	-1.00985462885723	-0.706038975838176	-1.38307785954372	-1.69223246743507	-0.686946012468861	-1.82448706062073	-1.7086061228713	-1.76866538522032	-1.79674382535091	-1.64046825796351	-0.0675258418992684	-0.0350120345183073	-0.12866627260396	-0.576780664660067	-1.48736170040982	-2.91779273160243	-1.67346743725029	-1.49943221229865	-2.17840346823503	-2.13124356443153	-0.955912100685378	-1.54738199860578	-2.28147516794625	1	1	1	-1	-1	1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0.670572571428571	NA	1 
876000	-247.034458359921	-0.169849060126706	-1.41026617780623	0.257033012774784	0.727533332630984	0.833986685313283	0.208309737783858	-100.749009366814	-0.429547582392776	-0.480986361644355	-0.0788938113706941	0.277754939135989	-0.168840723916784	0.201098503758891	0.529658484695865	-0.0900224210920327	-0.0311498531718267	-0.0607701203337599	-0.00364846553907304	-0.307638403600772	0.561260201132087	0.569360058138926	1.05613858466302	0.096365998872436	-0.490175885923615	-0.539624546139296	-0.448350403684117	-0.430987574321572	-0.230578333870203	-0.247190685817064	0.00592471002148577	-0.0285989679219922	-0.245710223247049	-2.08379960663581	-2.07460336839918	-1.01368050885713	-0.71152905596413	-1.38347158977051	-1.69210807691339	-0.687908447335062	-1.8240375496808	-1.7083048632381	-1.76842722062448	-1.79652230859837	-1.64042455519913	-0.0683910642459634	-0.0355025137477902	-0.129489609930828	-0.577894498185646	-1.48735396024232	-2.91673743975536	-1.67249991302072	-1.49954906949482	-2.17573220649154	-2.12965232009129	-0.956368064285068	-1.54665617579829	-2.27408204540751	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	0	0	0.670569634703196	NA	1 
877000	-247.66226611599	-0.169623984332486	-1.40925357653571	0.247249067681853	0.573382251849391	0.778564126233104	0.199297152510846	-102.99116554302	-0.426255483401056	-0.482770928230848	-0.102304009628766	0.257888384166822	-0.236060442622872	0.0762757347214372	0.518601053932647	-0.0886786564801738	-0.0675704156372584	-0.109272466548327	-0.0856304851528714	-0.244239828146791	0.542002482862988	0.547759185414633	1.05533237918324	0.0964721178667096	-0.513451264058817	-0.539588159039317	-0.438447061567452	-0.479623010776443	-0.203734085997052	-0.207471254384205	0.0223782014942464	0.000379077903853779	-0.202091693807979	-2.08992838622425	-2.07725010864704	-0.999369341295294	-0.690998293676233	-1.38201393462944	-1.69256587560304	-0.684366826091992	-1.82569484457783	-1.70941474471267	-1.7693038876212	-1.79733765547713	-1.64058522562145	-0.0652091645736049	-0.0336992361705399	-0.12645988146397	-0.573790717264031	-1.48738290758209	-2.92062292318746	-1.67611712677392	-1.49911413819553	-2.18563114263909	-2.13553883207796	-0.954692250379236	-1.5494059309887	-2.30196918675407	1	1	1	-1	-1	-1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	1	1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	0	0.670568985176739	I_omega	1 
878000	-244.289344302572	-0.173942592541273	-1.41032095631633	0.187507181675185	0.735962429526255	0.81189196679741	0.199165447195994	-98.6062457971039	-0.456661259930417	-0.510524352640503	-0.113582809278972	0.0252494511687993	-0.193272021978661	0.103480054472966	0.142143011961173	-0.0945166293547717	-0.0474242699472764	-0.0606145857715	-0.00341714165298404	-0.307933721698733	0.576660331101572	0.533880155530265	0.898592476707763	-0.117137536754749	-0.515015924366056	-0.542156276059334	-0.491110329920814	-0.485760793833297	-0.242293792153542	-0.248679131896331	0.00708390923700122	0.00026736677323257	-0.205874939437236	-2.08346690990215	-2.07445835313584	-1.01444264662151	-0.712622844238823	-1.38355038155903	-1.6920831185531	-0.688101565893379	-1.82394742943282	-1.70824444505327	-1.76837943761378	-1.79647786465353	-1.64041578230257	-0.0685647254293341	-0.0356009710935434	-0.129654818781162	-0.578117873273438	-1.48735241840498	-2.91652574034761	-1.67230713036018	-1.4995723995536	-2.17519787336636	-2.12933377711798	-0.956459604446572	-1.54651239146414	-2.27261463472624	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	0	0	0.670576309794989	omega	1 
879000	-254.014524719804	-0.137556932111103	-1.41188515865123	0.356048710425396	0.98061200429219	0.828810282931662	0.183975765267389	-104.277554838909	-0.441630823601129	-0.502498233924087	-0.0863555589295798	0.258213667184509	-0.205702427541691	0.195731697095567	0.522090900152383	-0.0951169107341057	-0.0922359905395894	-0.120207686974901	-0.0856231670875587	-0.307219166276048	0.557291126940559	0.566825863444072	1.02175689686662	-0.116803803909337	-0.48810237398158	-0.543532832548495	-0.392505932508015	-0.422439544475855	-0.227871073772129	-0.245443941501855	0.00520760376359187	-0.0242170364887922	-0.195772863446727	-2.07392045732104	-2.07024000167865	-1.0356982724745	-0.743146386268092	-1.38579715409577	-1.69136203416903	-0.693682424272625	-1.82135411900251	-1.70650296643084	-1.7669994583819	-1.79519417373932	-1.64016172509427	-0.0735904146376113	-0.0384520190553712	-0.134429346871122	-0.584555519853682	-1.48730947081416	-2.91041502464572	-1.66692405260336	-1.50023005153397	-2.15999392588781	-2.12023504031563	-0.959111414506444	-1.54260875067954	-2.23238881224031	-1	1	-1	1	-1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	0	0	0.670574516496018	I_omega	1 
880000	-250.335120802819	-0.134929516868114	-1.41017155723903	0.375927119134006	0.712995372409925	0.845080536748282	0.149766528846232	-103.057562042275	-0.417038904539344	-0.470769714554346	0.0194188883864966	0.239236685870116	-0.256628053213653	-0.0241205279914437	0.128927347773094	-0.090080610698533	-0.0315576967031955	-0.0610333926859496	-0.00404098317899472	-0.307135189497641	0.556202025270496	0.565002862719733	1.01938420847	-0.116764884806004	-0.510206237562373	-0.536589236559275	-0.415600559028247	-0.467019523969375	-0.234455838088296	-0.243120383512293	0.0219066910179449	-0.00432854835176635	-0.236346304699501	-2.08437401277146	-2.074853418004	-1.01236116070376	-0.709635686719694	-1.38333547435066	-1.69215114152325	-0.687575237586766	-1.82419310497091	-1.70840913440826	-1.76850967103747	-1.7965989966135	-1.64043968920904	-0.0680914650309034	-0.0353326650871627	-0.129204556907192	-0.577508987096146	-1.48735662940376	-2.91710274947499	-1.6728336055766	-1.49950872292156	-2.1766554652712	-2.1302025277539	-0.956210157081429	-1.54690571364025	-2.27662648913274	1	-1	-1	1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	1	1	-1	-1	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	1	1	1	-1	-1	0	0	0.6705875	omega	1 
