iter	posterior	m_root	logX_root	sigma^2_m	sigma^2_logX	nu	omega	log.lik	m_anc_n29	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	logX_anc_n29	logX_anc_n30	logX_anc_n31	logX_anc_n32	logX_anc_n33	logX_anc_n34	logX_anc_n35	logX_anc_n36	logX_anc_n37	logX_anc_n38	logX_anc_n39	logX_anc_n40	logX_anc_n41	logX_anc_n42	logX_anc_n43	logX_anc_n44	logX_anc_n45	logX_anc_n46	logX_anc_n47	logX_anc_n48	logX_anc_n49	logX_anc_n50	logX_anc_n51	logX_anc_n52	logX_anc_n53	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_m19	S_m20	S_m21	S_m22	S_m23	S_m24	S_m25	S_m26	S_m27	S_m29	S_m30	S_m31	S_m32	S_m33	S_m34	S_m35	S_m36	S_m37	S_m38	S_m39	S_m40	S_m41	S_m42	S_m43	S_m44	S_m45	S_m46	S_m47	S_m48	S_m49	S_m50	S_m51	S_m52	S_m53	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	S_X19	S_X20	S_X21	S_X22	S_X23	S_X24	S_X25	S_X26	S_X27	S_X29	S_X30	S_X31	S_X32	S_X33	S_X34	S_X35	S_X36	S_X37	S_X38	S_X39	S_X40	S_X41	S_X42	S_X43	S_X44	S_X45	S_X46	S_X47	S_X48	S_X49	S_X50	S_X51	S_X52	S_X53	I_nu	I_omega	acc	update	temperature 
11000	-249.013879962099	-0.136338580681585	-1.40970015204458	0.304648366002366	0.64097784468904	0.910780080959666	0.0754697364429012	-103.134256740214	-0.423406678364564	-0.480708897937007	-0.101540125955795	0.256574704940902	-0.219900475773317	-0.0172735764399376	0.154369360477778	-0.1066044762381	-0.0922982745682396	-0.120257341472966	-0.0856266161918341	-0.307436601480373	0.604116171742346	0.565392297106219	1.02071538418856	-0.116904868369919	-0.512370585528507	-0.546529030645755	-0.467346869409695	-0.473899993827177	-0.203296264386185	-0.207785573251877	0.00679371067992317	-5.53071424794919e-05	-0.198671624598532	-2.08723053580019	-2.07609083039928	-1.00573327364146	-0.700126115028115	-1.38265704798011	-1.69236481113928	-0.685922142389146	-1.82496596769389	-1.70892689970641	-1.76891880935792	-1.79697952594772	-1.64051471708935	-0.0666058343987324	-0.0344906067151445	-0.12779038760307	-0.575594612454589	-1.48737003781375	-2.91891586222498	-1.67450925839946	-1.49930680932587	-2.18126056593259	-2.13294325239067	-0.955427482787189	-1.54817143549057	-2.28948968705508	-1	1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	0	0	0.671181818181818	nu	1 
12000	-247.834654727577	-0.17018083138307	-1.41019509621039	0.217453463133425	0.71660942644812	0.942836659252642	0.0734162369533442	-102.042276589973	-0.426134863263905	-0.48429711098047	-0.109436178919864	0.0311054108273109	-0.169910396625478	0.198849238766689	0.515910362325964	-0.0954035380979823	-0.0923979535815777	-0.120360467701586	-0.085632500748228	-0.30780642623218	0.541544428072417	0.547416406637595	1.05719874376383	0.0967960586567244	-0.51448003658677	-0.546454298369069	-0.415231985398759	-0.434526507505854	-0.194853183258658	-0.207786601802866	0.0220042026897648	-0.0245222664121692	-0.203948725564573	-2.08423114864426	-2.07479126470033	-1.01268971981423	-0.71010718279427	-1.38336933796981	-1.69214043377148	-0.687658087167059	-1.82415442041069	-1.70838320540603	-1.76848916991431	-1.79657992839098	-1.64043592661546	-0.0681659531087322	-0.0353748927311042	-0.129275432653262	-0.577604852319661	-1.48735596469329	-2.91701191374897	-1.67275050995645	-1.49951876569588	-2.17642574999601	-2.13006565391722	-0.956249414802895	-1.54684349607391	-2.27599234569255	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	1	1	0	0	0.671583333333333	I_nu	1 
13000	-243.728124886265	-0.140229323334584	-1.40967864772279	0.22409688978456	0.637708877772091	0.951541346928569	0.0735667119477875	-98.6585076952942	-0.452301811390001	-0.517139461512762	-0.241439610242444	0.0161077227909315	-0.22393931848788	-0.0269936325273911	0.114155093166542	-0.108378754769115	-0.0983735659367766	-0.1283065091472	-0.0856320509074335	-0.307778206006909	0.541988360188226	0.547717642035264	1.05645193997152	0.0967237299560356	-0.490966398909655	-0.540446124003321	-0.454570954015839	-0.433927464898652	-0.194726477721367	-0.207814836346884	0.0218195358186605	-0.0247143770374008	-0.203529627879498	-2.08736063323908	-2.0761469444292	-1.00542873457955	-0.699689246037218	-1.38262608869636	-1.69237452325838	-0.685847009287849	-1.82500113917785	-1.70895045044536	-1.76893740830976	-1.79699682379144	-1.64051812497859	-0.0665383408967983	-0.0344523581627443	-0.127726114159897	-0.575507532657676	-1.48737065382864	-2.91899829881989	-1.67458622437324	-1.49929756255527	-2.18147084919466	-2.13306825820908	-0.955391939595467	-1.54823008148617	-2.29008399310521	-1	1	-1	1	-1	1	1	-1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	-1	1	0	0	0.673153846153846	NA	1 
14000	-242.009988641781	-0.139729999850004	-1.40952495707845	0.222495425622911	0.614386924845165	0.955785874619613	0.0959599429694935	-97.1901586180268	-0.451013752728079	-0.516496907025483	-0.251298011383787	0.0138330449479696	-0.228893109929244	0.105497594595261	0.155073270095616	-0.0883274531822444	-0.025173165645369	-0.0528182158315236	-0.00364785680029789	-0.307639181949539	0.595076878914937	0.555089526443706	0.897857278653497	-0.116999411803056	-0.513204883237765	-0.539339875761592	-0.436677526581292	-0.478654122245351	-0.193838221602007	-0.207251049821878	0.0222804930894772	-0.00380364314354988	-0.245725563946443	-2.08828989238254	-2.07654713652822	-1.00324659858046	-0.696559114900318	-1.38240479651118	-1.692443846749	-0.685310738771612	-1.82525229302682	-1.7091185926965	-1.76907016952716	-1.79712029611221	-1.6405424437987	-0.0660566702065955	-0.0341794128737203	-0.127267356616305	-0.574885810248611	-1.48737506744306	-2.91958677753378	-1.67513764564597	-1.49923138469305	-2.18297426097103	-2.13396161727801	-0.955138322376716	-1.54865156247911	-2.29435087822992	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	1	-1	1	-1	0	0	0.673	nu	1 
15000	-255.836758508799	-0.173933901848853	-1.40862400257352	0.135076544913464	0.47911763829179	0.948667333580087	0.0759310288052074	-113.154918053162	-0.448247060833607	-0.510965086789748	-0.0880347314811329	0.271586239685923	-0.232318384892318	0.102606171230818	0.133113127149276	-0.0927135737684534	-0.0412710686909681	-0.0525318337531375	-0.003241813383593	-0.30815694256725	0.563084550539102	0.569310009387116	1.05788838824149	0.097697751238589	-0.493416971563695	-0.549154140050896	-0.46062598314769	-0.491306506701634	-0.208399276400026	-0.210989928895307	0.00684354427602193	-0.0293743894495867	-0.256591715125772	-2.09371761746129	-2.07886269043012	-0.990254505865915	-0.67792985439653	-1.38110665972779	-1.69284710573638	-0.68219184602973	-1.82671694188257	-1.71009810491528	-1.76984261757581	-1.7978386479187	-1.64068369407772	-0.0632577945978898	-0.0325939938266108	-0.124599293237732	-0.571263619783978	-1.48740132272064	-2.92301211624163	-1.67841829562545	-1.49884020594685	-2.19180541306174	-2.1391964550333	-0.953666082247024	-1.55120712294684	-2.32006676324327	-1	-1	-1	1	1	-1	-1	1	1	1	1	-1	1	1	-1	-1	-1	-1	1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	1	1	1	1	-1	-1	0	0	0.674	nu	1 
16000	-246.028661933268	-0.140227564741534	-1.4092253196209	0.225168662369251	0.602423346554859	0.93437708245823	0.0641331452177837	-101.289900373964	-0.452178620608365	-0.508495083684929	-0.103649904153851	0.0224219584400935	-0.204814187666546	0.208970496345329	0.555534496301043	-0.0832078879235763	-0.0475430002565052	-0.0607036342136945	-0.00354261268453063	-0.307773653953194	0.595382927770231	0.555225429326544	0.898904651652365	-0.117062374687206	-0.491238435679751	-0.54708000088919	-0.442649440580032	-0.481869543987304	-0.229982395146572	-0.246235015617412	0.0216804961591936	-0.0248797108897524	-0.203462289752289	-2.09009881604789	-2.07732303348745	-0.998963850336534	-0.69041679467636	-1.38197322891413	-1.69257855374778	-0.684268764177477	-1.82574085622272	-1.70944552604434	-1.76932817119335	-1.797360238907	-1.64058966850898	-0.0651211404245513	-0.0336493691658292	-0.126375994091003	-0.573676892815527	-1.4873837273321	-2.92073059213831	-1.67621954131433	-1.49910190133317	-2.18590794556933	-2.13570303743298	-0.954645933156955	-1.54948523010665	-2.302768661782	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	0	0	0.671625	sig2_logX	1 
17000	-238.755054560043	-0.172240571498571	-1.41003408906804	0.184699446070008	0.69192338613793	0.925849429215303	0.0825054849963635	-93.5209411140803	-0.440209678968189	-0.493974115629229	-0.245023836997277	0.0240507774666491	-0.199450547708083	0.0781288900917874	0.520783021765652	-0.104554405546469	-0.0841014037248206	-0.109328385709008	-0.0856347222123434	-0.244430207457494	0.552710131646352	0.559185802833395	0.932755256617659	0.0971535081508046	-0.515091311327397	-0.542255548476556	-0.491748306868495	-0.486053944920013	-0.24106222823403	-0.247249461433332	0.0227558505105958	-0.0038534564178116	-0.251992150209142	-2.08520791438693	-2.07521570405539	-1.01043783326056	-0.706875794345508	-1.3831376854394	-1.69221360196079	-0.687091972729712	-1.82441884789266	-1.70856041785377	-1.7686292625058	-1.79671022816565	-1.64046163207571	-0.0676570330785648	-0.0350863981292768	-0.128791137168517	-0.576949651142114	-1.48736052052478	-2.91763266122083	-1.67331997586164	-1.49944999787662	-2.17799745671324	-2.13100183913968	-0.955981224819251	-1.54727092109373	-2.28034528548225	-1	1	1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	1	0	0	0.671529411764706	nu	1 
18000	-238.941743596648	-0.138069652997156	-1.40971394614202	0.246585510428995	0.643075492884961	0.945758935178163	0.103319690839853	-93.6043728391378	-0.434088065710966	-0.498728779095753	0.0397167126379021	0.271433333024093	-0.192041751701424	0.10462230944888	0.150955448340434	-0.106705770029237	-0.0923650218259767	-0.120324583883736	-0.0856305299867791	-0.307682730700826	0.598151760739099	0.558243176981992	0.931503436416853	0.0964793194883475	-0.513462457459308	-0.539556293944248	-0.438629344804396	-0.479690153473198	-0.195366483097724	-0.208765773608566	0.0068979453018592	-0.00384990913670781	-0.246588368595349	-2.0871470741241	-2.07605482026784	-1.00592852118369	-0.700406206145705	-1.38267690653005	-1.69235857962833	-0.685970349759254	-1.82494340280597	-1.70891178977417	-1.7689068759491	-1.79696842732597	-1.64051253040102	-0.0666491412966703	-0.0345151490399397	-0.127831627150872	-0.575650481856482	-1.48736964286567	-2.91886297016302	-1.67445991236519	-1.49931273907721	-2.18112568780017	-2.13286306559731	-0.955450289600985	-1.54813385873022	-2.28910881451098	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	-1	1	1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	0	0	0.672777777777778	omega	1 
19000	-250.432347524298	-0.173129300122978	-1.40960186223612	0.219605711651966	0.626047941274007	0.972564334743654	0.110716145818587	-105.518556647004	-0.45487883767415	-0.509191040036414	-0.111561474970059	0.0251080888029443	-0.193912986962283	0.0987507802153512	0.125769304294448	-0.106743104384663	-0.092396346956693	-0.120355376865587	-0.0856323549877558	-0.307797283041638	0.559085912050107	0.566284768103378	1.02280914949159	-0.11707345535713	-0.514206477370257	-0.541470977986036	-0.484421499266936	-0.482439566344607	-0.24108845607368	-0.247775368657449	0.00703851692883768	-0.00375790723273364	-0.248900847493554	-2.08782502037546	-2.07634707191694	-1.00433974687934	-0.698127121131792	-1.38251553469727	-1.69240917746181	-0.685578928611789	-1.82512666561423	-1.70903449429344	-1.7690037733835	-1.79705854582253	-1.64053028308674	-0.0662975389328184	-0.0343159006231895	-0.127496781867772	-0.575196774452512	-1.48737285651307	-2.91929246097589	-1.6748614243437	-1.49926451946247	-2.18222185503211	-2.13351460175531	-0.955265140042477	-1.54844014345276	-2.29221150959195	-1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	0	0	0.671842105263158	nu	1 
20000	-244.671238785476	-0.172689410180013	-1.41200220158078	0.267369386148639	0.999228654848409	0.967587289316578	0.0844118230277672	-95.6291916801279	-0.457758756688688	-0.515261406549819	-0.238375396084947	0.0110807656835273	-0.222796292904694	-0.0268882363265988	0.113751424163934	-0.0829992652907416	-0.0476427096579222	-0.0607853866623951	-0.00368274299551164	-0.307594565288827	0.525650430210644	0.531445157155716	0.894928263302791	-0.11697855751894	-0.489916392060585	-0.538840687715287	-0.435015383452967	-0.477597881419641	-0.238289628687543	-0.245918655914882	0.022196783704501	-0.0280138246152804	-0.244850703702796	-2.07320271211448	-2.06991844466455	-1.03725007256082	-0.745376242035323	-1.38596500769347	-1.69130742341526	-0.694105182918252	-1.82115853635273	-1.7063714017901	-1.76689499154922	-1.79509698467315	-1.64014243765489	-0.0739716834909675	-0.0386684478607409	-0.134791046939379	-0.585041804738801	-1.48730634291598	-2.90995266490865	-1.66653054259711	-1.5002786005042	-2.15886063345014	-2.1195540879278	-0.959312763112775	-1.54233173257585	-2.22950390984686	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	1	1	0	0	0.6709	I_nu	1 
21000	-246.497267636038	-0.138776270269498	-1.41017905195741	0.307566606313921	0.714145887549964	0.988364150184205	0.115422505871393	-99.8601578344895	-0.447581125286598	-0.50556249959441	-0.106590063021881	0.0199474064583064	-0.197194635874295	0.0783736510082927	0.530333062029994	-0.0831941568036268	-0.0477739808233657	-0.0608826399633731	-0.0038157673512333	-0.30742424531555	0.560203706936041	0.568681877654171	1.05459668578114	0.0958198804257435	-0.488950175417237	-0.538118034707726	-0.427478939171952	-0.473613449388154	-0.227480436259202	-0.244583895368626	0.0222251998960496	-0.0041494256947345	-0.241593207145232	-2.08432852769835	-2.07483363237745	-1.01246579726172	-0.709785843675298	-1.38334625653183	-1.69214773261329	-0.687601613431481	-1.82418078890975	-1.70840087948746	-1.76850314429504	-1.79659292605629	-1.64043849138091	-0.068115178596091	-0.0353461083401423	-0.129227120776226	-0.57753950739597	-1.48735641771244	-2.91707383083124	-1.67280714233795	-1.49951192090978	-2.1765823223607	-2.13015894783491	-0.956222654777336	-1.54688589376056	-2.27642449700451	-1	-1	-1	1	1	1	1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	0	0	0.669761904761905	I_nu	1 
22000	-246.81667153052	-0.13702133763259	-1.40981976102795	0.249441077993251	0.653054515109395	0.97536942692939	0.101022487583105	-101.338170861723	-0.42439144086621	-0.482931175486814	-0.105904029868313	0.0205854946159546	-0.204417657109998	0.208913779312208	0.558897795089684	-0.0944836919600217	-0.0476088154992064	-0.0607551752395712	-0.00362327053976403	-0.307670613234361	0.608064485554554	0.569039901920675	1.05587574809988	0.0964483319487005	-0.490340385495007	-0.539479741049133	-0.438104064782184	-0.479401371917559	-0.194057320612477	-0.207354083768777	0.0217448101741607	-0.0247033422634582	-0.201957343279275	-2.08650658453821	-2.07577818599349	-1.00742364457988	-0.702551118802096	-1.3828292289067	-1.69231073583178	-0.686340480374199	-1.82477020581186	-1.70879579933233	-1.76881525695848	-1.79688321674289	-1.6404957387302	-0.066981680405062	-0.0347036095191032	-0.128148260160544	-0.576079355245284	-1.48736661839002	-2.91845690791589	-1.67408200898737	-1.49935818336863	-2.18009128287723	-2.13224792667358	-0.955625433116259	-1.54784669760136	-2.28619617780128	-1	-1	-1	1	1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	1	1	0	0	0.669636363636364	nu	1 
23000	-240.623880189449	-0.136682648113826	-1.40964920851002	0.282653423110023	0.63323599162977	0.973227395531719	0.107226565536112	-95.0346650445052	-0.424463424035514	-0.481670525832932	-0.104581031003176	0.0217096070149864	-0.197325776588784	0.0798324017322853	0.534715725196748	-0.106006544527853	-0.0900073459607213	-0.117196129003546	-0.085628096581096	-0.244132269706624	0.577717883528087	0.536356842954058	0.930644906360306	0.0960887041961644	-0.489861855562199	-0.545791708084274	-0.431921036345695	-0.476073330944113	-0.202699069756692	-0.206850196988427	0.0215415737823028	-0.0248203477658718	-0.199958494710495	-2.08753870527032	-2.07622371655583	-1.00501151166745	-0.699090740237071	-1.38258370419994	-1.6923878141165	-0.68574419195311	-1.8250492766088	-1.70898268149156	-1.76896286091633	-1.79702049575451	-1.64052278827123	-0.0664459821032633	-0.0344000194256316	-0.127638157991297	-0.57538835653747	-1.48737149775959	-2.91911111514121	-1.67469166504698	-1.499284898718	-2.18175875430547	-2.13323938707603	-0.955343304056531	-1.54831049724639	-2.29089866978821	-1	1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	0	0	0.670565217391304	NA	1 
24000	-242.944902356979	-0.139252174561936	-1.40927258502154	0.274518092712387	0.576247055013662	0.963690498347857	0.099831290289294	-98.0050844210086	-0.448200328599027	-0.507079298096269	-0.110785301481461	0.0240411616084428	-0.192509244139102	0.100829766737181	0.138038492941291	-0.0998653558187324	-0.0675685339650829	-0.109249704047589	-0.0856286448175028	-0.244156972063116	0.575376634052058	0.533896404815453	0.897721964810774	-0.116964401148997	-0.512778261233027	-0.539335667713065	-0.44527858857348	-0.429446833529464	-0.237935827959987	-0.245174880155365	0.0213429485240273	-0.0289358612434915	-0.24426157917562	-2.08981371904945	-2.0772010231656	-0.999641926531959	-0.691389204283603	-1.3820413166091	-1.69255734403474	-0.684432815990227	-1.82566388521408	-1.70939403222124	-1.76928754651278	-1.79732245839509	-1.64058223564354	-0.0652684019913887	-0.0337327956308747	-0.126516332749874	-0.573867308418313	-1.48738235649547	-2.92055047099092	-1.67604827786037	-1.49912236689863	-2.18544495367203	-2.13542836874221	-0.954723421783471	-1.54935266660743	-2.30143204391422	1	1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	0	0	0.670875	NA	1 
25000	-242.08291936231	-0.139128886506326	-1.41036222741767	0.241580894417129	0.742319200560449	0.921429185937156	0.113091697569471	-95.8072326311763	-0.444016843812656	-0.498984599322191	0.0383872931300318	0.271840083437022	-0.196693838901181	0.0852832865330975	0.552485371541488	-0.0953643876524007	-0.0923698188378726	-0.120333222695951	-0.0856308682078442	-0.307703970720281	0.598976019347807	0.558775437554335	0.930934140623321	0.0965336533685817	-0.51354069130451	-0.538705098078094	-0.411059719054386	-0.432360660577726	-0.229826101821544	-0.246118680275853	0.0219430397914397	-0.0245010928654575	-0.202440524884419	-2.0832161747039	-2.07434897301897	-1.01501604748587	-0.713445794340318	-1.38360974015764	-1.69206430137687	-0.688247168542603	-1.82387949982667	-1.70819889942067	-1.76834341275404	-1.79644435698276	-1.64040916712489	-0.0686956689279952	-0.0356752122458639	-0.129779379032459	-0.578286260924467	-1.48735125841565	-2.91636613985652	-1.6721620784758	-1.49958996341823	-2.17479537876859	-2.12909377543835	-0.956528632073611	-1.54640438974174	-2.27151178067614	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	0	0	0.67084	I_omega	1 
26000	-243.148382292296	-0.139854849471517	-1.41039898047127	0.270427018138579	0.7479845253285	0.938179683040359	0.115977180604823	-96.5430151300394	-0.452739260135578	-0.516396130930014	-0.250507074872915	0.0118434288920821	-0.23042703757747	0.0992560427371246	0.131436279894094	-0.0953446757962883	-0.0923511131359508	-0.120314646343569	-0.0856297756494476	-0.307635341789138	0.561298945677533	0.569474008549471	1.05626131691215	0.0963581750592751	-0.513554099677285	-0.547704523155702	-0.476513431105041	-0.478563005194177	-0.204374802811138	-0.208498846070077	0.00588500333673905	-0.0285524981849605	-0.245649904317142	-2.08299283362475	-2.07425147811533	-1.01552609363959	-0.714177838272075	-1.3836625973235	-1.69204753468019	-0.68837690674322	-1.82381898393023	-1.70815832133784	-1.7683113140492	-1.79641450097266	-1.64040327213048	-0.0688123530453666	-0.0357413706510934	-0.129890367746796	-0.578436281953179	-1.48735022661475	-2.91622393712118	-1.67203304589981	-1.49960559482196	-2.17443700535356	-2.12888004325997	-0.956590146202642	-1.54630844771465	-2.27053161958761	-1	1	-1	1	-1	-1	1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0	0	0.671346153846154	sig2_m	1 
