iter	posterior	m_root	logX_root	sigma^2_m	sigma^2_logX	nu	omega	log.lik	m_anc_n29	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	logX_anc_n29	logX_anc_n30	logX_anc_n31	logX_anc_n32	logX_anc_n33	logX_anc_n34	logX_anc_n35	logX_anc_n36	logX_anc_n37	logX_anc_n38	logX_anc_n39	logX_anc_n40	logX_anc_n41	logX_anc_n42	logX_anc_n43	logX_anc_n44	logX_anc_n45	logX_anc_n46	logX_anc_n47	logX_anc_n48	logX_anc_n49	logX_anc_n50	logX_anc_n51	logX_anc_n52	logX_anc_n53	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_m19	S_m20	S_m21	S_m22	S_m23	S_m24	S_m25	S_m26	S_m27	S_m29	S_m30	S_m31	S_m32	S_m33	S_m34	S_m35	S_m36	S_m37	S_m38	S_m39	S_m40	S_m41	S_m42	S_m43	S_m44	S_m45	S_m46	S_m47	S_m48	S_m49	S_m50	S_m51	S_m52	S_m53	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	S_X19	S_X20	S_X21	S_X22	S_X23	S_X24	S_X25	S_X26	S_X27	S_X29	S_X30	S_X31	S_X32	S_X33	S_X34	S_X35	S_X36	S_X37	S_X38	S_X39	S_X40	S_X41	S_X42	S_X43	S_X44	S_X45	S_X46	S_X47	S_X48	S_X49	S_X50	S_X51	S_X52	S_X53	I_nu	I_omega	acc	update	temperature 
432000	-244.859762707379	-0.170328396350477	-1.41065630239359	0.319233780903748	0.787767104012886	0.192662903910967	0.300890710998792	-97.396583985014	-0.444400505273659	-0.513936046111906	-0.248773727260663	0.0118921287746895	-0.22164376316674	-0.0262650679513085	0.118603371116348	-0.0900908186166535	-0.0313646312487461	-0.0609063427418105	-0.00385429496989317	-0.307374858808157	0.539030030230015	0.545904286214673	1.05477818503798	0.0956942624319146	-0.511906973409785	-0.5442099916318	-0.398187971647704	-0.425568140476788	-0.19214667651345	-0.205914917846611	0.0224249108024253	-0.000456981791587743	-0.197833902297431	-2.08142771476028	-2.07356654171768	-1.01908178646354	-0.719281702984277	-1.38403258145272	-1.691929894356	-0.689287233054923	-1.82339469113107	-1.70787373269088	-1.76808611513153	-1.79620503218179	-1.64036189348164	-0.0696312918564518	-0.0362057491093381	-0.130669141084078	-0.579488407074797	-1.4873430344302	-2.91522636572492	-1.67113332424425	-1.49971478032534	-2.17192947151865	-2.12738352309414	-0.957021966127388	-1.54564291227207	-2.26372047641932	1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	0	0	0.68012962962963	NA	1 
433000	-259.366677149377	-0.150824879232647	-1.21475573967268	0.261301065622835	0.694112834800029	0.199179678226354	0.289790376911406	-110.426580421639	-0.441141514634439	-0.512674903846085	-0.112514155088427	0.245044423604549	-0.214663813783962	0.0569592317619232	0.537207024326828	-0.0660351969193101	-0.0662026463710018	-0.107465159420701	-0.085629536292408	-0.307620299981664	0.574297721666397	0.536633981523673	0.950085332567968	-0.116990583975812	-0.513851471357436	-0.546323496042086	-0.406002713785436	-0.430610217790831	-0.183905665167408	-0.198006611313802	0.0096785523707816	-0.00953117630507258	-0.245354203054915	-1.98354879446986	-2.04523971100031	-0.749591639873692	-0.543097068410711	-1.28169344020482	-1.48387428576575	-0.487772547885652	-1.56238352678038	-1.32320387189435	-1.47652397165992	-1.68712768690306	-1.53008475278835	-0.0164385605575925	0.00151199120393524	0.0737834849273199	-0.468112037617534	-1.27872846934276	-2.90471622931971	-1.48523869809712	-1.39745892690324	-1.98857003548183	-1.93729478335255	-0.942791749277889	-1.34552886115856	-2.18694562987651	1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	1	0	0.680173210161663	NA	1 
434000	-240.41058786388	-0.139729395843612	-1.41088909462674	0.296313676671132	0.823935042135411	0.188307243010494	0.290486172912643	-92.8068319291099	-0.455951727841851	-0.513676341214661	-0.230586144041676	0.0271480895983758	-0.168902107169256	0.19846396353335	0.524707396143286	-0.0808680175282096	-0.039459179673276	-0.0498209420893688	-0.00377857255091852	-0.244090808445837	0.550705153255008	0.558539216031276	0.92895687800898	0.0959412048364732	-0.489220766381926	-0.538298987864861	-0.429586726699363	-0.47472070968193	-0.237234892051515	-0.245036827748107	0.0218494024593445	-0.0244180340698784	-0.19915589175963	-2.08000967777717	-2.07294339137491	-1.02227554199842	-0.72386687726289	-1.38436715869428	-1.69182309039892	-0.690113768445695	-1.82300994501265	-1.70761554070081	-1.76788168414178	-1.79601487425946	-1.64032429984205	-0.0703751680591616	-0.0366276402495866	-0.13137624132659	-0.580442904636208	-1.48733657617721	-2.91432093621396	-1.67032489182703	-1.49981317228545	-2.16966337473068	-2.12602952409051	-0.957414331861123	-1.54505003795299	-2.25763505339296	-1	-1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	1	1	-1	1	-1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	1	0	0	0.68013133640553	I_nu	1 
435000	-240.687588087115	-0.140038910918173	-1.40920920371389	0.239196237004369	0.566699024662369	0.175642405380494	0.294860582780093	-96.1684612232245	-0.451899758294291	-0.508300247491401	-0.109010486993302	0.0132183389624006	-0.235079042162302	0.0811682019934039	0.537172854611107	-0.104405385179248	-0.0840680074558002	-0.109279026647236	-0.0856310294165436	-0.244264312820778	0.578753065189876	0.537240734494058	0.932233890286894	0.0965595545152416	-0.490601673903652	-0.54015010705175	-0.451788583480933	-0.432573531452119	-0.230755669549047	-0.247293253777516	0.00641149634940749	-0.0249065773377549	-0.202587898245334	-2.09019600324909	-2.07736460214667	-0.998732433818954	-0.690084934395258	-1.3819500123549	-1.69258578218647	-0.684212854695433	-1.82576709251387	-1.70946307707741	-1.76934201658761	-1.797373114919	-1.64059220145788	-0.0650709557856559	-0.0336209392676105	-0.12632816616425	-0.573611991634529	-1.48738419515126	-2.92079198114913	-1.67627798819998	-1.49909491978677	-2.18606582942561	-2.13579668784805	-0.954619527741802	-1.54953052118202	-2.30322516102448	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	-1	-1	-1	1	0	0	0.680179310344828	I_nu	1 
436000	-246.766679457891	-0.169112303688429	-1.4103912598403	0.330741791161715	0.746794075774954	0.160667866256552	0.300458181051072	-99.5959326932952	-0.434612060863694	-0.496122233485302	0.0318545125344203	0.260760670266924	-0.198399831308481	0.0714767863182062	0.504604086287124	-0.0930263372762101	-0.0840086462673891	-0.109207580136285	-0.0856248634272372	-0.243986408271489	0.526558543190582	0.532264689464078	0.895235654149291	-0.116853485227351	-0.511333223082855	-0.537574215951953	-0.423398823555341	-0.471352725287837	-0.201082386112044	-0.205798394441065	0.0222968175584754	-0.00042393470862632	-0.19718152123311	-2.08303975463046	-2.07427196559314	-1.01541899494113	-0.714024123176503	-1.38365149399717	-1.69205105756359	-0.68834964706749	-1.82383169814241	-1.7081668469253	-1.76831805832537	-1.7964207740475	-1.64040451079109	-0.0687878355876217	-0.0357274694163224	-0.129867047565659	-0.578404762123869	-1.48735044326883	-2.91625381512137	-1.67206014053729	-1.49960231192651	-2.17451228341834	-2.12892494180989	-0.956577220698642	-1.54632858358584	-2.27073736680068	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	0	0	0.680176605504587	NA	1 
437000	-251.684863719189	-0.14727413561175	-1.22798169696042	0.353294619116939	0.602039872133166	0.17504682681756	0.311126718926244	-102.738367957137	-0.410749817282455	-0.475329472303965	-0.249379202589463	0.0390447447425501	-0.182548737925037	0.25843881195747	0.628867098124437	-0.104945403777647	-0.017509545603776	-0.0422102863797384	-0.00396655993767402	-0.307230805981375	0.592660989189203	0.631655711794287	0.990786689297906	0.0953285386862351	-0.510209538001151	-0.545218451289115	-0.434413976949846	-0.422671607173369	-0.189997258130271	-0.203908241981073	-0.0148939525787188	-0.0225495983570242	-0.195924461723258	-1.8965570375425	-1.89101919962564	-0.839761426727648	-0.552975251970066	-1.30253714705776	-1.54882494066418	-0.31391650929137	-1.59759985452913	-1.37469128662744	-1.51582876767196	-1.70209174839392	-1.54485593940703	0.284691677687134	0.156176190422386	0.048727625776468	-0.479971957594103	-1.47826649219652	-2.91032805160904	-1.56314762818222	-1.4098658196375	-2.14162190033259	-2.1006156587877	-0.7701384930834	-1.5238508531492	-2.2142749423601	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	0	0.680194508009153	omega	1 
438000	-236.670062556023	-0.140031400188065	-1.41002715748945	0.239056983697235	0.7118340446148	0.141892434200271	0.321466324161739	-90.7357498830574	-0.456374614504448	-0.515597227212047	-0.249574638644606	0.014022835053529	-0.222747873867217	-0.0269395310851886	0.115409585907994	-0.083182028696191	-0.0476876520351688	-0.0608160610851633	-0.00371541593518051	-0.307552760201115	0.53068189210324	0.536071101404034	0.930378524267438	0.0961473303443984	-0.512644066145439	-0.537943377464185	-0.404985404048309	-0.429209080227863	-0.228506916694166	-0.245277571920435	0.0215541409466712	-0.0286653904983781	-0.244039207531238	-2.0852499428732	-2.07523394037012	-1.01034064760898	-0.706736344469978	-1.38312771119969	-1.69221674810844	-0.687067631159426	-1.82443022260316	-1.7085680395924	-1.76863528655329	-1.79671583105342	-1.64046273711344	-0.0676351538779442	-0.0350739960986033	-0.128770313682673	-0.576921471152689	-1.48736071714234	-2.91765935522284	-1.6733445495615	-1.499447033382	-2.17806514435208	-2.13104214130599	-0.955969696438574	-1.5472894202466	-2.28053349737957	-1	-1	-1	1	1	1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	0	0	0.680267123287671	sig2_m	1 
439000	-244.504081069829	-0.138183199923832	-1.40915725184367	0.2971675815899	0.558881888934404	0.134361997421364	0.328412401119713	-99.5019471792693	-0.440230659339541	-0.506071413401764	-0.108169220285925	0.0134422489484163	-0.227835398446416	0.106035207488929	0.160229350725816	-0.0925505026713276	-0.0818088721760209	-0.128218342416065	-0.085627119391452	-0.307468282224113	0.606223433479014	0.567872038145867	1.05379984556351	0.0959319926484073	-0.489251414192116	-0.539702450218274	-0.468863956808002	-0.47463646694533	-0.202513907705508	-0.206742526473289	0.0213300514167725	-0.0250233449187307	-0.199106089691226	-2.0905092259089	-2.07749849101701	-0.997985683776387	-0.689014091790528	-1.38187516727418	-1.6926090724421	-0.684032714955036	-1.82585164035638	-1.70951963233952	-1.76938662750272	-1.79741460222277	-1.64060036190055	-0.0649092706321174	-0.0335293459060478	-0.126174065178379	-0.573402857151657	-1.48738570464915	-2.92098978640586	-1.6764665795244	-1.49907240175304	-2.18657485640362	-2.13609857478389	-0.954534460219253	-1.54967684057001	-2.30469938023841	1	1	-1	1	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	0	0	0.680271070615034	nu	1 
440000	-241.872556690614	-0.172406936742453	-1.40965206958711	0.251001409175813	0.633670576685102	0.109800289894918	0.328645511595533	-96.5922605194301	-0.453368747860545	-0.516724055739814	-0.251381463273613	0.0135403199816717	-0.229815420654981	0.10222363984678	0.141892801221966	-0.0905704042303173	-0.0333389288635089	-0.0417571392363586	-0.00362845002793805	-0.244228421687726	0.575686033281313	0.533805697675521	0.897855208354426	-0.117011016362846	-0.513670502108518	-0.546524258773886	-0.437789850013014	-0.479243754728311	-0.204824277656775	-0.208774941587922	0.00611735188041656	-0.0288204160427253	-0.246216037503822	-2.08752140070512	-2.07621625779274	-1.00505207568029	-0.699148928709214	-1.38258782345373	-1.69238652268268	-0.685754182364838	-1.82504459893656	-1.70897954957905	-1.76896038774681	-1.79701819561002	-1.64052233517005	-0.0664549560920766	-0.0344051048396018	-0.127646704390992	-0.575399936988945	-1.48737141571035	-2.91910015293958	-1.67468141389365	-1.49928612972313	-2.18173077249673	-2.13322275590771	-0.955348029592367	-1.54830267536994	-2.29081943999406	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	0	0	0.680304545454545	NA	1 
441000	-252.18416962606	-0.137835797730228	-1.41029066546888	0.186118110958494	0.731300247274333	0.095396164222619	0.312480916546193	-106.538763577632	-0.42580024371997	-0.475915227459138	0.0420760114953111	0.278090884167149	-0.198697083989915	0.0810668418405123	0.532077538605061	-0.0899837862944354	-0.0309037568032322	-0.0606116043732446	-0.0034125064132417	-0.307939629866088	0.562708185130545	0.570223900007895	1.05820383617804	0.0971379967663864	-0.51527820472284	-0.547185222658136	-0.420825572274942	-0.437379915796678	-0.241087620062456	-0.247344537098688	0.0220449121680646	-0.0286757246408812	-0.251864255355584	-2.08365089523118	-2.0745385651994	-1.0140213588223	-0.712018224136071	-1.38350681294492	-1.69209692221789	-0.687994757810153	-1.82399726906466	-1.70827785924142	-1.76840586470842	-1.79650244506996	-1.6404206344801	-0.0684686766131126	-0.03554651564914	-0.129563446672877	-0.577994336268803	-1.48735327068405	-2.91664282282986	-1.67241369697036	-1.49955950125247	-2.1754933280927	-2.1295099227686	-0.956408974361645	-1.54659183835105	-2.27342555845256	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	0	0	0.680353741496599	NA	1 
442000	-242.979190014488	-0.138616431457762	-1.41021323382978	0.339620719514794	0.719395352783606	0.104767763135022	0.314806840780658	-95.9978916052206	-0.449451898087354	-0.51273660277265	-0.241786129671294	0.0103571929200793	-0.227441438241558	0.104070669780985	0.1568488651044	-0.0809754579248502	-0.0396117236743294	-0.0499334789939535	-0.00392152839657073	-0.243959505798484	0.594180501018069	0.554671009797439	0.89522484409758	-0.116836037420335	-0.488242040069622	-0.538609581135379	-0.460625008870225	-0.47049352732255	-0.226429203059179	-0.243902372043981	0.0220861531508456	-0.00424274041353203	-0.239088659471415	-2.084121052165	-2.07474334980699	-1.01294273180738	-0.710470271151429	-1.38339543025283	-1.69213218056849	-0.687721945500359	-1.82412460657248	-1.70836322131548	-1.76847336843428	-1.79656523129411	-1.64043302635092	-0.0682233686640841	-0.0354074423805807	-0.129330061907367	-0.577678737632139	-1.48735545282486	-2.91694190206052	-1.67268651895476	-1.49952650145239	-2.17624876155025	-2.12996018656299	-0.956279675672876	-1.54679561830623	-2.2755042386131	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	-1	0	0	0.680447963800905	NA	1 
443000	-240.77291128171	-0.169302097032944	-1.41061830254965	0.316858327938251	0.781879277061664	0.0887729153153473	0.314672831837089	-93.3970559327662	-0.434047883703317	-0.496936282079295	0.0268341605613974	0.253733624263353	-0.230558968504085	0.0931232920572817	0.11219678889467	-0.0901636202320697	-0.0735283665452289	-0.117160558382839	-0.0856257955472753	-0.244028492243263	0.529164568973101	0.535086628962846	0.928723617752816	0.0957198241985612	-0.512021815904574	-0.545482398237815	-0.437579719065139	-0.42577199824236	-0.1935685604496	-0.207454145655049	0.00571850662480298	-0.0245491149219442	-0.197969502560499	-2.08165899838456	-2.07366794608912	-1.01855838576232	-0.718530348925323	-1.38397795419581	-1.69194729440319	-0.689152583045725	-1.82345741410135	-1.70791581265357	-1.768119422325	-1.79623601333725	-1.64036801568484	-0.0695101363340051	-0.0361370424015478	-0.13055394897443	-0.579332840184505	-1.48734409301329	-2.91537389703366	-1.67126578548264	-1.49969868458685	-2.17229959559966	-2.12760453130657	-0.956958072375209	-1.54574051711286	-2.26472068825171	1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	0	0	0.680498871331828	omega	1 
444000	-245.201734965143	-0.172512578184998	-1.41048005275114	0.223909330498434	0.760496287350536	0.0676861043949598	0.29995534409769	-98.9229388895803	-0.449313319053436	-0.5084025582138	-0.101816021805715	0.0304691649482407	-0.169512788210288	0.200055614862606	0.521640972333433	-0.0924947832958392	-0.0818735874541323	-0.128303228949215	-0.0856320636040885	-0.307779002631458	0.549371761501952	0.556156428938877	0.897584484251687	-0.117064882461414	-0.491300953846261	-0.547609253026534	-0.454507608849225	-0.433944349167913	-0.23180974008886	-0.247985773807319	0.00599233732597557	-0.028559430821187	-0.24852757847597	-2.08249999266745	-2.07403612185715	-1.01664924757616	-0.715789915584917	-1.38377918200691	-1.69201051801173	-0.688663341678766	-1.82368541843449	-1.70806875015204	-1.76824045008889	-1.79634858765292	-1.64039025524821	-0.0690699934903177	-0.0358874558621709	-0.130135408381511	-0.578767431829326	-1.4873479546117	-2.91591001015556	-1.67174888338218	-1.49964004328407	-2.17364667963896	-2.12840856573376	-0.956725981632907	-1.54609759730557	-2.26837602348738	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	0	0	0.680533783783784	NA	1 
445000	-245.931663696963	-0.143830182168362	-1.33654290878815	0.225433922503151	0.581375038763501	0.0684333461942137	0.291740273251199	-98.4637479085101	-0.413889888059746	-0.469177438357275	0.0445745191330215	0.254570365698916	-0.226188920577796	0.0984359799409038	0.0904702610313977	-0.108438029538366	-0.0846173892316202	-0.108429034324885	-0.0856313267323681	-0.244277684384218	0.523176574711446	0.530869508262839	0.938839112877332	0.0966073298838482	-0.491327313587333	-0.546233119487271	-0.411536515991598	-0.432966700176908	-0.200276726022354	-0.206996764570396	0.00980974622316962	-0.000502014035080357	-0.202860585168502	-1.96307770544774	-2.00721540141238	-0.917594782986876	-0.630454612107151	-1.32046587007163	-1.64802857073765	-0.581007355009686	-1.78206023402425	-1.62060862928529	-1.72192806912325	-1.7622502087934	-1.60531633503841	0.000689609094778769	0.0321363676470227	-0.109978151386476	-0.539140783113753	-1.48399474530469	-2.916264215858	-1.61452066982747	-1.4661482300099	-2.10877928536947	-2.12275277841735	-0.886648671011484	-1.54001376214658	-2.26998373436242	-1	1	1	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	1	1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	0.680631460674157	sig2_m	1 
446000	-243.318595463849	-0.167418344240915	-1.409101354692	0.298539123116068	0.550480274390422	0.0385280484775998	0.31792525168974	-98.3832720472963	-0.413517092393246	-0.472231060838489	0.0381687227002723	0.252296900306189	-0.233824470367268	0.0805856614020377	0.539252718274553	-0.0928062089359448	-0.0417897514853546	-0.0529122578881667	-0.00378593115360724	-0.307462473142559	0.577618911936285	0.536678365771975	0.930821644523628	0.0959171980120726	-0.489530944227508	-0.54661074002313	-0.468604073428583	-0.474501232322778	-0.203679429171805	-0.208025930794296	0.00687201621670019	-0.00374524444219275	-0.24231323469391	-2.09084610878741	-2.0776423538401	-0.997180950132798	-0.687860144764425	-1.38179463285412	-1.69263411157453	-0.683839052474797	-1.82594256024555	-1.70958044335532	-1.76943458932741	-1.79745920548909	-1.64060913375587	-0.0647354637511567	-0.0334308895028491	-0.126008396243883	-0.573177983178317	-1.48738733119296	-2.92120245850562	-1.67666979936032	-1.49904815313435	-2.18712265220011	-2.13642337313208	-0.954443024705265	-1.54983481417359	-2.30629005094114	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	0	0	0.680686098654709	nu	1 
447000	-239.555450554343	-0.138279316375903	-1.40985871236629	0.304998586038134	0.652785418718115	0.0557610646076486	0.315941366134212	-93.5648436989318	-0.442333255401767	-0.504892259170316	-0.0941547608052039	0.253753676673076	-0.230748175511166	0.0932106060986612	0.11100706031154	-0.0944944300176243	-0.0477691660889229	-0.0608783579694683	-0.00380728219949263	-0.307435118536332	0.530367178522563	0.535917221621938	0.929846350939341	0.0958475533426457	-0.489010495979224	-0.538209084643907	-0.427900496594546	-0.473865583177344	-0.201974650888748	-0.206369436098882	0.0221487674512665	-0.00403163798338664	-0.241797363752329	-2.08627070282475	-2.07567617686329	-1.00797284410259	-0.703339045016816	-1.38288529415074	-1.69229310554405	-0.686476875841632	-1.8247064055332	-1.70875306587824	-1.76878149671783	-1.79685181759869	-1.64048954976379	-0.0671042382351425	-0.0347730706046026	-0.128264941670405	-0.576237359702081	-1.48736550736857	-2.91830728781312	-1.67394318040788	-1.49937489264326	-2.17971062115279	-2.13202147850493	-0.95568999031131	-1.54774147550643	-2.28512802722939	-1	-1	-1	1	1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	0	0	0.680767337807606	I_nu	1 
